Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
6132.0,United Kingdom of Great Britain and Northern Ireland,Whitefield,34.0,Good,1.0,Good,34.0,Good,3.0,Good,18.0,L0,108.6860322,5.782665396,L0
6133.0,Kazakhstan,Ilyich,50.0,Unhealthy,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,130.39634565,5.679135523,L3
6134.0,United States of America,Indianapolis,71.0,Moderate,1.0,Good,31.0,Good,1.0,Good,71.0,L1,174.4780059,-3.732838414,L1
6135.0,Germany,Ingelheim,71.0,Moderate,1.0,Good,33.0,Good,5.0,Good,71.0,L1,171.0284049,1.438018958,L1
6136.0,Greece,Ioannina,69.0,Moderate,1.0,Good,41.0,Good,0.0,Good,69.0,L1,188.3990496,-0.581445173,L1
6137.0,United Republic of Tanzania,Ipinda,24.0,Good,1.0,Good,31.0,Good,0.0,Good,24.0,L0,59.28816026,0.088661546,L0
6138.0,Chile,Iquique,50.0,Good,1.0,Good,6.0,Good,1.0,Good,50.0,L0,130.438288,11.66387931,L0
6139.0,Japan,Isesaki,74.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,67.0,L1,199.5580275,3.05561226,L1
6140.0,Russian Federation,Islamey,43.0,Good,1.0,Good,41.0,Good,1.0,Good,43.0,L0,107.6574165,1.663825576,L0
6141.0,Brazil,Itaituba,26.0,Good,1.0,Good,4.0,Good,0.0,Good,26.0,L0,69.54071171,9.411949711,L0
6142.0,India,Itanagar,52.0,Moderate,1.0,Good,28.0,Good,0.0,Good,52.0,L1,134.8343159,6.276738726,L1
6143.0,Brazil,Itapolis,26.0,Good,1.0,Good,6.0,Good,1.0,Good,26.0,L0,76.83324512,-4.90489129,L0
6144.0,Czechia,Jablonec,73.0,Moderate,1.0,Good,40.0,Good,1.0,Good,73.0,L1,193.4074434,0.716881804,L1
6145.0,India,Jalgaon,102.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,102.0,L2,257.7988627,5.409810436,L2
6146.0,India,Jamkhandi,96.0,Moderate,1.0,Good,33.0,Good,1.0,Good,96.0,L1,245.6364906,-0.86945067,L1
6147.0,India,Janakpur Road,82.0,Moderate,1.0,Good,47.0,Good,1.0,Good,82.0,L1,206.2822099,15.74777394,L1
6148.0,Cuba,Jaruco,81.0,Moderate,1.0,,25.0,Good,2.0,Good,81.0,L1,192.7238759,4.364393818,L1
6149.0,India,Jawad,50.0,Unhealthy,1.0,Good,36.0,Good,0.0,Good,50.0,L3,130.39634565,0.033118302,L3
6150.0,Brazil,Jequitinhonha,25.0,Good,1.0,,7.0,Good,1.0,Good,25.0,L0,86.42191761,-3.614718217,L0
6151.0,Germany,Jever,49.0,Good,1.0,Good,31.0,Good,3.0,Good,49.0,L0,118.6628086,8.43763794,L0
6152.0,China,Jiangmen,98.0,Moderate,1.0,Good,30.0,Good,1.0,Good,98.0,L1,242.2697029,4.160690315,L1
6153.0,China,Jinxiang,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,2.0,Good,111.0,L2,130.39634565,9.299620891,L2
6154.0,China,Jishou,70.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,70.0,L1,187.2459178,-0.157596784,L1
6155.0,China,Jishui,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,4.0,Good,50.0,L3,130.39634565,9.550988958,L3
6156.0,Mexico,Jocotepec,50.0,Good,1.0,Good,16.0,Good,2.0,Good,50.0,L0,128.4146231,0.620570511,L0
6157.0,Indonesia,Jombang,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,113.0,L2,278.3198094,4.023027933,L2
6158.0,Mexico,Juan Aldama,81.0,Moderate,1.0,Good,29.0,Good,0.0,Good,81.0,L1,208.4237679,-0.181404002,L1
6159.0,Nicaragua,Juigalpa,47.0,Good,1.0,Good,17.0,Good,0.0,Good,47.0,L0,106.8537787,8.928131389,L0
6160.0,Lithuania,Jurbarkas,36.0,Good,1.0,,36.0,Good,0.0,Good,28.0,L0,96.43426567,1.344980124,L0
6161.0,Russian Federation,Kaa Khem,40.0,Good,1.0,Good,40.0,Good,0.0,Good,31.0,L0,113.7152439,3.082714025,L0
6162.0,Finland,Kaarina,28.0,Good,1.0,Good,28.0,Good,2.0,Good,20.0,L0,62.48800863,3.324288596,L0
6163.0,Pakistan,Kabirwala,50.0,Unhealthy,1.0,,31.0,Unhealthy,1.0,Good,50.0,L3,130.39634565,15.46135061,L3
6164.0,Jordan,Kafr Yuba,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,5.0,Good,116.0,L2,130.39634565,11.85154294,L2
6165.0,United States of America,Kailua,24.0,Good,1.0,Good,23.0,Good,0.0,Good,24.0,L0,58.8824036,5.953403791,L0
6166.0,,Kalamaria,88.0,Moderate,1.0,Good,44.0,Good,0.0,Good,88.0,L1,236.3594785,-4.089433115,L1
6167.0,India,Kalavad,50.0,Unhealthy for Sensitive Groups,1.0,Good,28.0,Good,0.0,Good,50.0,L2,130.39634565,-1.281961938,L2
6168.0,Russian Federation,Kalininsk,50.0,Good,1.0,Good,35.0,Good,0.0,Good,50.0,L0,128.3804518,9.743093579,L0
6169.0,Sweden,Kalmar,36.0,Good,1.0,Good,36.0,Good,0.0,Good,21.0,L0,99.38412699,-2.054654077,L0
6170.0,Pakistan,Kalur Kot,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,0.0,Good,50.0,L3,130.39634565,7.820067741,L3
6171.0,Russian Federation,Kambarka,48.0,Good,1.0,Good,36.0,Good,0.0,Good,48.0,L0,126.3249714,-1.526307521,L0
6172.0,France,Gisors,66.0,Moderate,1.0,Good,29.0,Good,3.0,Good,66.0,L1,166.1851059,-1.024536277,L1
6173.0,Canada,Glace Bay,31.0,Good,1.0,Good,31.0,Good,7.0,Good,14.0,L0,69.29506557,12.20392826,L0
6174.0,Poland,Glowno,33.0,Good,1.0,Good,31.0,Good,1.0,Good,33.0,L0,90.87482075,7.396353208,L0
6175.0,Russian Federation,Gorodets,50.0,Good,1.0,Good,30.0,Good,2.0,Good,50.0,L0,127.3669219,8.715701139,L0
6176.0,Bosnia and Herzegovina,Gracanica,65.0,Moderate,1.0,Good,39.0,Good,0.0,Good,65.0,L1,165.9297517,7.718707401,L1
6177.0,Brazil,Granja,30.0,Good,1.0,,10.0,Good,1.0,Good,30.0,L0,67.89839057,1.303558189,L0
6178.0,Russian Federation,Gribanovskiy,42.0,Good,1.0,Good,35.0,Good,0.0,Good,42.0,L0,125.9140037,0.34201646,L0
6179.0,United Kingdom of Great Britain and Northern Ireland,Grimsby,36.0,Good,1.0,Good,36.0,Good,3.0,Good,13.0,L0,103.7671419,1.789548703,L0
6180.0,Poland,Grojec,30.0,Good,1.0,Good,28.0,Good,2.0,Good,30.0,L0,89.64155884,2.840867728,L0
6181.0,Cuba,Guanajay,72.0,Moderate,1.0,Good,26.0,Good,3.0,Good,72.0,L1,181.945553,12.68143035,L1
6182.0,Brazil,Guanhaes,50.0,Good,1.0,,2.0,Good,2.0,Good,50.0,L0,112.7081711,-2.881782155,L0
6183.0,India,Gudivada,87.0,Moderate,1.0,Good,55.0,Moderate,1.0,Good,87.0,L1,242.0291738,2.831692757,L1
6184.0,India,Gudiyattam,30.0,Good,1.0,Good,26.0,Good,0.0,Good,30.0,L0,79.38902492,-0.764816832,L0
6185.0,Côte d'Ivoire,Guiberoua,45.0,Good,1.0,Good,14.0,Good,0.0,Good,45.0,L0,110.012002,9.083115988,L0
6186.0,Côte d'Ivoire,Guiglo,31.0,Good,1.0,Good,31.0,Good,0.0,Good,31.0,L0,86.66801574,13.0689413,L0
6187.0,Germany,Gustrow,49.0,Good,1.0,Good,32.0,Good,2.0,Good,49.0,L0,139.1712079,5.343931799,L0
6188.0,Hungary,Gyongyos,67.0,Moderate,1.0,Good,43.0,Good,1.0,Good,67.0,L1,172.2694944,5.755079174,L1
6189.0,Netherlands,Haaksbergen,51.0,Moderate,1.0,Good,19.0,Good,1.0,Good,51.0,L1,145.2857517,4.256604615,L1
6190.0,China,Hailun,38.0,Good,1.0,Good,38.0,Good,0.0,Good,33.0,L0,110.8299994,7.787394946,L0
6191.0,India,Hajan,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,0.0,Good,50.0,L2,130.39634565,7.665775812,L2
6192.0,Hungary,Hajdunanas,66.0,Moderate,1.0,Good,41.0,Good,1.0,Good,66.0,L1,163.2620989,5.928202564,L1
6193.0,Germany,Haldensleben,57.0,Moderate,1.0,Good,35.0,Good,2.0,Good,57.0,L1,157.0753716,6.294171641,L1
6194.0,Austria,Hall,57.0,Moderate,1.0,Good,38.0,Good,0.0,Good,57.0,L1,120.3738744,7.677071817,L1
6195.0,China,Hami,50.0,Unhealthy,1.0,,40.0,Good,0.0,Good,50.0,L3,130.39634565,-6.891390506,L3
6196.0,Austria,Hard,52.0,Moderate,1.0,Good,31.0,Good,2.0,Good,52.0,L1,120.691688,3.810044651,L1
6197.0,Sweden,Harnosand,31.0,Good,1.0,Good,31.0,Good,0.0,Good,7.0,L0,77.73446199,5.32604521,L0
6198.0,United States of America,Haysville,48.0,Good,1.0,Good,43.0,Good,1.0,Good,48.0,L0,122.0117991,5.880740903,L0
6199.0,Germany,Heidelberg,70.0,Moderate,1.0,Good,38.0,Good,2.0,Good,70.0,L1,176.4175562,2.945568691,L1
6200.0,Netherlands,Hellendoorn,45.0,Good,1.0,Good,24.0,Good,5.0,Good,45.0,L0,111.9773875,4.603757499,L0
6201.0,United States of America,Hendersonville,78.0,Moderate,1.0,Good,16.0,Good,1.0,Good,78.0,L1,189.0285635,3.800467977,L1
6202.0,Germany,Hennef,61.0,Moderate,1.0,Good,29.0,Good,5.0,Good,61.0,L1,180.4191127,-5.074223678,L1
6203.0,South Africa,Hennenman,91.0,Moderate,1.0,Good,14.0,Good,4.0,Good,91.0,L1,251.17462,14.11568551,L1
6204.0,United Kingdom of Great Britain and Northern Ireland,Hereford,26.0,Good,1.0,Good,25.0,Good,5.0,Good,26.0,L0,58.3793418,-1.871858017,L0
6205.0,Switzerland,Herisau,57.0,Moderate,1.0,Good,24.0,Good,3.0,Good,57.0,L1,163.3211675,2.997730684,L1
6206.0,India,Hisar,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,130.39634565,3.654351835,L3
6207.0,United States of America,Hobe Sound,80.0,Moderate,1.0,Good,22.0,Good,7.0,Good,80.0,L1,206.2918747,11.7350464,L1
6208.0,United States of America,Endicott,68.0,Moderate,1.0,Good,26.0,Good,5.0,Good,68.0,L1,174.3672604,5.201776427,L1
6209.0,France,Ermont,71.0,Moderate,1.0,Good,28.0,Good,5.0,Good,71.0,L1,175.9025136,4.047717686,L1
6210.0,Brazil,Euclides Da Cunha,13.0,Good,1.0,Good,11.0,Good,1.0,Good,13.0,L0,47.33852344,5.739329344,L0
6211.0,United States of America,Fairmont,87.0,Moderate,1.0,Good,1.0,Good,1.0,Good,87.0,L1,223.7588653,18.18237084,L1
6212.0,United States of America,Fitchburg,42.0,Good,1.0,Good,27.0,Good,4.0,Good,42.0,L0,105.2344858,5.828447635,L0
6213.0,United Kingdom of Great Britain and Northern Ireland,Forfar,26.0,Good,1.0,Good,26.0,Good,1.0,Good,16.0,L0,56.95410556,1.912902692,L0
6214.0,India,Mihijam,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,113.0,L2,278.5640499,9.082969907,L2
6215.0,Finland,Mikkeli,32.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,68.58619884,-4.063395343,L0
6216.0,United States of America,Millbrae,54.0,Moderate,1.0,Good,32.0,Good,7.0,Good,54.0,L1,140.1222355,4.0321463,L1
6217.0,Germany,Mindelheim,55.0,Moderate,1.0,Good,36.0,Good,3.0,Good,55.0,L1,130.5333441,13.76978827,L1
6218.0,United States of America,Minnetonka,54.0,Moderate,1.0,Good,32.0,Good,6.0,Good,54.0,L1,137.3443949,4.588736983,L1
6219.0,Japan,Mino,54.0,Moderate,1.0,Good,35.0,Good,1.0,Good,54.0,L1,153.7010185,4.338888281,L1
6220.0,China,Mishan,44.0,Good,1.0,Good,33.0,Good,0.0,Good,44.0,L0,126.9929957,3.903182702,L0
6221.0,India,Mohiuddinagar,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,2.0,Good,50.0,L2,130.39634565,5.422618598,L2
6222.0,Cameroon,Mokolo,86.0,Moderate,1.0,Good,28.0,Good,0.0,Good,86.0,L1,219.1291527,7.172453362,L1
6223.0,Germany,Monchengladbach,54.0,Moderate,1.0,Good,31.0,Good,5.0,Good,54.0,L1,158.7987455,7.676365058,L1
6224.0,United States of America,Monsey,71.0,Moderate,1.0,Good,18.0,Good,1.0,Good,71.0,L1,187.7075612,3.940899738,L1
6225.0,Brazil,Montes Claros,52.0,Moderate,1.0,Good,1.0,Good,4.0,Good,52.0,L1,131.7219354,-8.653758692,L1
6226.0,United States of America,Moraga,56.0,Moderate,1.0,Good,23.0,Good,1.0,Good,56.0,L1,130.7398188,6.128087526,L1
6227.0,Portugal,Moreira,29.0,Good,1.0,Good,29.0,Good,2.0,Good,21.0,L0,81.43873218,14.46563038,L0
6228.0,Germany,Morfelden Walldorf,68.0,Moderate,1.0,Good,38.0,Good,4.0,Good,68.0,L1,183.2932377,1.91869296,L1
6229.0,India,Nautanwa,83.0,Moderate,1.0,Good,55.0,Moderate,0.0,Good,83.0,L1,206.1834848,-1.755816914,L1
6230.0,United States of America,Nederland,34.0,Good,1.0,Good,19.0,Good,7.0,Good,34.0,L0,92.91202755,7.187064924,L0
6231.0,Russian Federation,Neman,33.0,Good,1.0,Good,31.0,Good,1.0,Good,30.0,L0,83.86426705,12.51916132,L0
6232.0,Australia,Newcastle,48.0,Good,1.0,,9.0,Good,1.0,Good,48.0,L0,123.159676,4.646867849,L0
6233.0,Philippines,Nibaliw,58.0,Moderate,1.0,Good,26.0,Good,2.0,Good,58.0,L1,125.1217794,12.42350027,L1
6234.0,Costa Rica,Nicoya,53.0,Moderate,1.0,Good,12.0,Good,1.0,Good,53.0,L1,135.282186,9.568342728,L1
6235.0,Germany,Nienburg,69.0,Moderate,1.0,Good,38.0,Good,4.0,Good,69.0,L1,187.193693,7.334254928,L1
6236.0,Spain,Nijar,37.0,Good,1.0,,31.0,Good,4.0,Good,37.0,L0,91.18597444,1.209996586,L0
6237.0,Turkey,Niksar,42.0,Good,1.0,Good,42.0,Good,0.0,Good,33.0,L0,110.5252637,5.227034454,L0
6238.0,Montenegro,Niksic,79.0,Moderate,1.0,Good,39.0,Good,0.0,Good,79.0,L1,194.9404929,3.652645216,L1
6239.0,Russian Federation,Nizhnyaya Maktama,44.0,Good,1.0,Good,39.0,Good,1.0,Good,44.0,L0,118.6044168,3.481321397,L0
6240.0,Italy,Noceto,68.0,Moderate,1.0,Good,41.0,Good,2.0,Good,68.0,L1,172.834768,2.53067436,L1
6241.0,Japan,Nogata,33.0,Good,1.0,Good,31.0,Good,2.0,Good,20.0,L0,78.10758459,4.928067337,L0
6242.0,Germany,Nordlingen,64.0,Moderate,1.0,Good,31.0,Good,4.0,Good,64.0,L1,178.3255147,-2.681724921,L1
6243.0,Canada,North Bay,50.0,Good,1.0,Good,16.0,Good,1.0,Good,50.0,L0,139.2893201,7.858591996,L0
6244.0,New Zealand,North Shore,34.0,Good,1.0,Good,12.0,Good,6.0,Good,34.0,L0,83.95093236,-2.388726464,L0
6245.0,Brazil,Nova Friburgo,80.0,Moderate,1.0,Good,13.0,Good,6.0,Good,80.0,L1,209.9778831,4.348643875,L1
6246.0,Brazil,Nova Odessa,64.0,Moderate,1.0,Good,4.0,Good,5.0,Good,64.0,L1,170.37412,7.252799465,L1
6247.0,Russian Federation,Novonikolayevskiy,44.0,Good,1.0,Good,36.0,Good,0.0,Good,44.0,L0,121.4230124,-0.836367092,L0
6248.0,Czechia,Novy Bor,80.0,Moderate,1.0,Good,31.0,Good,3.0,Good,80.0,L1,188.057441,-6.032315312,L1
6249.0,Poland,Nowy Dwor Mazowiecki,34.0,Good,1.0,Good,34.0,Good,1.0,Good,29.0,L0,100.0660654,1.884766612,L0
6250.0,Mexico,Ocozocoautla,91.0,Moderate,1.0,Good,10.0,Good,7.0,Good,91.0,L1,226.8030104,0.244512537,L1
6251.0,Ghana,Oda,57.0,Moderate,1.0,Good,15.0,Good,1.0,Good,57.0,L1,143.9217207,7.361554663,L1
6252.0,Germany,Oftersheim,71.0,Moderate,1.0,Good,31.0,Good,2.0,Good,71.0,L1,208.8788175,-1.967517863,L1
6253.0,Japan,Okazaki,46.0,Good,1.0,Good,32.0,Good,3.0,Good,46.0,L0,123.0187338,11.22577782,L0
6254.0,Nigeria,Okitipupa,63.0,Moderate,1.0,Good,19.0,Good,1.0,Good,63.0,L1,158.6367752,5.571035554,L1
6255.0,United States of America,Okolona,63.0,Moderate,1.0,Good,33.0,Good,1.0,Good,63.0,L1,140.4470563,5.895870973,L1
6256.0,Comoros,Moroni,39.0,Good,1.0,Good,31.0,Good,0.0,Good,39.0,L0,116.3976413,-7.903156643,L0
6257.0,Australia,Mount Isa,46.0,Good,1.0,Good,21.0,Good,0.0,Good,46.0,L0,106.5479033,2.724313144,L0
6258.0,United States of America,Mount Lebanon,88.0,Moderate,1.0,Good,16.0,Good,1.0,Good,88.0,L1,214.965611,5.199100416,L1
6259.0,United States of America,Mukilteo,109.0,Unhealthy for Sensitive Groups,1.0,Good,21.0,Good,1.0,Good,109.0,L2,274.186477,-0.895445175,L2
6260.0,United Republic of Tanzania,Muleba,39.0,Good,1.0,,19.0,Good,0.0,Good,39.0,L0,116.6641179,4.236341694,L0
6261.0,France,Muret,50.0,Good,1.0,,32.0,Good,2.0,Good,50.0,L0,137.7323999,1.810384946,L0
6262.0,United States of America,Murfreesboro,68.0,Moderate,1.0,,25.0,Good,1.0,Good,68.0,L1,173.4216249,4.516060911,L1
6263.0,United Republic of Tanzania,Mwadui,33.0,Good,1.0,Good,17.0,Good,0.0,Good,33.0,L0,90.58292064,2.129408811,L0
6264.0,United States of America,Myrtle Grove,51.0,Moderate,1.0,Good,38.0,Good,7.0,Good,51.0,L1,126.4961431,3.242728934,L1
6265.0,Russian Federation,Myski,40.0,Good,1.0,Good,40.0,Good,0.0,Good,23.0,L0,106.3965369,5.032283135,L0
6266.0,India,Nabha,50.0,Unhealthy,1.0,,31.0,Unhealthy,1.0,Good,50.0,L3,130.39634565,8.767222588,L3
6267.0,Afghanistan,Nahrin,99.0,Moderate,1.0,Good,31.0,Good,0.0,Good,99.0,L1,262.187699,6.163842342,L1
6268.0,Australia,Nambour,32.0,Good,1.0,,27.0,Good,2.0,Good,32.0,L0,94.67178122,-0.64337297,L0
6269.0,Russian Federation,Rtishchevo,56.0,Moderate,1.0,Good,34.0,Good,0.0,Good,56.0,L1,149.9397738,-1.524598765,L1
6270.0,Ukraine,Rubizhne,40.0,Good,1.0,Good,31.0,Good,0.0,Good,40.0,L0,101.3765244,0.255657358,L0
6271.0,India,Sachin,50.0,Unhealthy for Sensitive Groups,1.0,,31.0,Good,0.0,Good,50.0,L2,130.39634565,9.213283844,L2
6272.0,India,Saidpur,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,130.39634565,13.97983263,L3
6273.0,United States of America,Saint James,91.0,Moderate,1.0,,10.0,Good,1.0,Good,91.0,L1,221.6808563,17.06689566,L1
6274.0,France,Saint Dizier,56.0,Moderate,1.0,Good,28.0,Good,2.0,Good,56.0,L1,140.9671221,10.21356979,L1
6275.0,France,Saint Gilles,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,1.0,Good,50.0,L2,130.39634565,3.268409714,L2
6276.0,Thailand,Sam Chuk,23.0,Good,1.0,Good,23.0,Good,0.0,Good,23.0,L0,71.60215784,3.479059677,L0
6277.0,India,Samana,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,130.39634565,7.779195014,L2
6278.0,Thailand,Samut Prakan,62.0,Moderate,1.0,Good,21.0,Good,1.0,Good,62.0,L1,147.9080129,7.097692628,L1
6279.0,Thailand,Samut Songkhram,29.0,Good,1.0,Good,21.0,Good,0.0,Good,29.0,L0,78.06741683,0.554158774,L0
6280.0,Romania,Oradea,66.0,Moderate,1.0,Good,31.0,Good,0.0,Good,66.0,L1,171.1345604,4.264870785,L1
6281.0,United States of America,Orangeburg,39.0,Good,1.0,Good,37.0,Good,4.0,Good,39.0,L0,104.3583763,5.961357388,L0
6282.0,Canada,Orangeville,54.0,Moderate,1.0,Good,23.0,Good,1.0,Good,54.0,L1,149.1987152,6.461312,L1
6283.0,France,Orly,66.0,Moderate,1.0,Good,23.0,Good,5.0,Good,66.0,L1,180.1892324,7.078586105,L1
6284.0,France,Osny,63.0,Moderate,1.0,Good,24.0,Good,5.0,Good,63.0,L1,156.5578913,4.268355162,L1
6285.0,Namibia,Otjiwarongo,29.0,Good,1.0,,31.0,Good,0.0,Good,29.0,L0,71.33856542,2.61995392,L0
6286.0,Chad,Oum Hadjer,27.0,Good,1.0,Good,17.0,Good,0.0,Good,27.0,L0,62.09801289,6.729490104,L0
6287.0,Germany,Oyten,34.0,Good,1.0,Good,34.0,Good,0.0,Good,13.0,L0,96.9881567,10.2327571,L0
6288.0,Peru,Pacasmayo,30.0,Good,1.0,Good,21.0,Good,0.0,Good,30.0,L0,94.48820108,-4.849988957,L0
6289.0,India,Pachora,50.0,Unhealthy for Sensitive Groups,1.0,Good,29.0,Good,0.0,Good,50.0,L2,130.39634565,-2.848398306,L2
6290.0,India,Pachperwa,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,0.0,Good,50.0,L2,130.39634565,10.76839798,L2
6291.0,Thailand,Pak Thong Chai,42.0,Good,1.0,Good,26.0,Good,0.0,Good,42.0,L0,124.6678256,3.348921994,L0
6292.0,Philippines,Pakil,51.0,Moderate,1.0,,23.0,Good,1.0,Good,51.0,L1,137.5555785,5.113747751,L1
6293.0,Greece,Palaion Faliron,53.0,Moderate,1.0,Good,31.0,Good,0.0,Good,53.0,L1,141.862357,7.137477494,L1
6294.0,Brazil,Palotina,40.0,Good,1.0,Good,11.0,Good,1.0,Good,40.0,L0,93.09083494,4.869964466,L0
6295.0,Malaysia,Papar,72.0,Moderate,1.0,Good,45.0,Good,0.0,Good,72.0,L1,191.7872807,11.80358761,L1
6296.0,Malaysia,Parit Buntar,79.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,79.0,L1,193.2086366,8.744045701,L1
6297.0,Mexico,Parras,52.0,Moderate,1.0,Good,28.0,Good,1.0,Good,52.0,L1,123.6597981,3.904435815,L1
6298.0,India,Partur,103.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,103.0,L2,259.0322842,1.562114106,L2
6299.0,Turkey,Patnos,59.0,Moderate,1.0,Good,38.0,Good,0.0,Good,59.0,L1,146.6420728,7.251803123,L1
6300.0,Portugal,Pedroso,35.0,Good,1.0,,35.0,Good,2.0,Good,25.0,L0,90.28400306,7.055169291,L0
6301.0,United States of America,Pembroke Pines,50.0,Unhealthy,1.0,Good,5.0,Good,1.0,Good,50.0,L3,130.39634565,13.87383246,L3
6302.0,Chile,Penaflor,50.0,Unhealthy,1.0,Good,9.0,Good,1.0,Good,50.0,L3,130.39634565,17.78559577,L3
6303.0,United States of America,Perry,56.0,Moderate,1.0,Good,31.0,Good,3.0,Good,56.0,L1,156.2768629,12.23413367,L1
6304.0,,Iloilo,48.0,Good,1.0,Good,21.0,Good,0.0,Good,48.0,L0,105.5265753,8.80928597,L0
6305.0,Congo,Impfondo,73.0,Moderate,1.0,Good,11.0,Good,0.0,Good,73.0,L1,197.2845781,4.2395104225,L1
6306.0,Brazil,Ipu,46.0,Good,1.0,Good,31.0,Good,1.0,Good,46.0,L0,111.8947137,3.06768299,L0
6307.0,Brazil,Ipubi,14.0,Good,1.0,Good,14.0,Good,0.0,Good,14.0,L0,48.56975537,-0.324001647,L0
6308.0,Mexico,Irapuato,50.0,Unhealthy for Sensitive Groups,1.0,Good,10.0,Good,1.0,Good,50.0,L2,130.39634565,9.901815497,L2
6309.0,Russian Federation,Ishim,48.0,Good,1.0,Good,33.0,Good,0.0,Good,48.0,L0,125.2877556,2.53682851,L0
6310.0,Japan,Itoigawa,36.0,Good,1.0,,36.0,Good,1.0,Good,24.0,L0,93.14902351,3.859638578,L0
6311.0,Japan,Iwata,32.0,Good,1.0,Good,32.0,Good,2.0,Good,27.0,L0,97.12129204,-1.129599829,L0
6312.0,Mexico,Ixtlan Del Rio,43.0,Good,1.0,Good,13.0,Good,1.0,Good,43.0,L0,100.1041199,6.833297289,L0
6313.0,Côte d'Ivoire,Jacqueville,51.0,Moderate,1.0,,25.0,Good,1.0,Good,51.0,L1,138.5784034,-1.755036228,L1
6314.0,Brazil,Jaguariaiva,53.0,Moderate,1.0,Good,15.0,Good,0.0,Good,53.0,L1,148.5133016,3.317808894,L1
6315.0,Brazil,Jaguaruna,85.0,Moderate,1.0,Good,24.0,Good,2.0,Good,85.0,L1,224.6634008,5.523221312,L1
6316.0,India,Jahangirabad,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,130.39634565,7.019805788,L3
6317.0,India,Jalakandapuram,55.0,Moderate,1.0,Good,27.0,Good,2.0,Good,55.0,L1,137.2105324,-4.986073793,L1
6318.0,India,Jalandhar,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,130.39634565,-1.423155469,L3
6319.0,Pakistan,Jaranwala,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,130.39634565,3.669137967,L3
6320.0,Pakistan,Jhudo,50.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,50.0,L3,130.39634565,6.495251644,L3
6321.0,China,Jian,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,86.0,L1,130.39634565,8.844624307,L1
6322.0,China,Jinhua,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,104.0,L2,130.39634565,7.317823206,L2
6323.0,Pakistan,Jiwani,50.0,Unhealthy,1.0,Good,31.0,Good,0.0,Good,50.0,L3,130.39634565,-2.42294243,L3
6324.0,Brazil,Joaquim Gomes,26.0,Good,1.0,Good,18.0,Good,1.0,Good,26.0,L0,65.08438061,3.705661106,L0
6325.0,United States of America,Jonesboro,63.0,Moderate,1.0,Good,31.0,Good,4.0,Good,63.0,L1,148.3727424,-5.19514639,L1
6326.0,India,Junagarh,99.0,Moderate,1.0,,35.0,Good,0.0,Good,99.0,L1,247.3315312,-8.182747412,L1
6327.0,Brazil,Junqueiropolis,45.0,Good,1.0,Good,13.0,Good,1.0,Good,45.0,L0,123.6903295,2.584642244,L0
6328.0,China,Juxian,50.0,Unhealthy,1.0,,31.0,Unhealthy,2.0,Good,113.0,L2,130.39634565,4.6697431,L2
6329.0,Finland,Jyvaskyla,35.0,Good,1.0,Good,35.0,Good,3.0,Good,34.0,L0,93.61129375,8.865856488,L0
6330.0,Japan,Kakogawa,66.0,Moderate,1.0,Good,29.0,Good,5.0,Good,66.0,L1,183.1819707,6.389918889,L1
6331.0,Belgium,Kalmthout,30.0,Good,1.0,Good,29.0,Good,3.0,Good,30.0,L0,66.41825079,12.05367655,L0
