Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
0.0,Russian Federation,Praskoveya,51.0,Moderate,1.0,Good,36.0,Good,0.0,Good,51.0,L1,137.4671415,10.58399843,L1
1.0,Brazil,Presidente Dutra,41.0,Good,1.0,Good,5.0,Good,1.0,Good,41.0,L0,106.117357,3.415177318,L0
2.0,Italy,Priolo Gargallo,66.0,Moderate,1.0,Good,39.0,Good,2.0,Good,66.0,L1,176.4768854,-0.907914832,L1
3.0,Poland,Przasnysz,34.0,Good,1.0,Good,34.0,Good,0.0,Good,20.0,L0,105.2302986,3.394131948,L0
4.0,France,Punaauia,22.0,Good,1.0,Good,22.0,Good,0.0,Good,6.0,L0,57.65846625,12.45832718,L0
5.0,United States of America,Punta Gorda,54.0,Moderate,1.0,Good,14.0,Good,1.0,Good,54.0,L1,137.6586304,8.794839177,L1
6.0,Germany,Puttlingen,62.0,Moderate,1.0,Good,35.0,Good,3.0,Good,62.0,L1,175.7921282,6.553713458,L1
7.0,Belgium,Puurs,64.0,Moderate,1.0,Good,29.0,Good,1.0,Good,64.0,L1,172.6743473,8.613424585,L1
8.0,Russian Federation,Pyatigorsk,54.0,Moderate,1.0,Good,41.0,Good,1.0,Good,54.0,L1,135.3052561,11.50283306,L1
9.0,Egypt,Qalyub,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,50.0,L2,130.39634565,1.635668992,L2
10.0,China,Qinzhou,68.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,58.0,L1,170.3658231,3.639800657,L1
11.0,Netherlands,Raalte,41.0,Good,1.0,Good,24.0,Good,6.0,Good,41.0,L0,102.8427025,1.156391836,L0
12.0,India,Radaur,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,130.39634565,10.33557199,L3
13.0,Pakistan,Radhan,50.0,Unhealthy,1.0,Good,50.0,Good,1.0,Good,50.0,L3,130.39634565,4.600554453,L3
14.0,Republic of North Macedonia,Radovis,83.0,Moderate,1.0,Good,46.0,Good,0.0,Good,83.0,L1,195.2508217,7.581556453,L1
15.0,France,Raismes,59.0,Moderate,1.0,Good,30.0,Good,4.0,Good,59.0,L1,146.8771247,1.265563251,L1
16.0,India,Rajgir,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,2.0,Good,50.0,L3,130.39634565,14.25976025,L3
17.0,Italy,Ramacca,55.0,Moderate,1.0,Good,47.0,Good,0.0,Good,55.0,L1,145.6424733,3.453331459,L1
18.0,United States of America,Phoenix,72.0,Moderate,1.0,Good,4.0,Good,1.0,Good,72.0,L1,175.9197592,7.27272776,L1
19.0,India,Phulabani,50.0,Unhealthy,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,130.39634565,11.57703249,L3
20.0,Poland,Piaseczno,28.0,Good,1.0,Good,28.0,Good,2.0,Good,28.0,L0,89.65648769,9.375621577,L0
21.0,India,Pimpri,50.0,Unhealthy for Sensitive Groups,1.0,Good,30.0,Good,2.0,Good,118.0,L2,130.39634565,7.404142042,L2
22.0,Brazil,Pindobacu,33.0,Good,1.0,,10.0,Good,1.0,Good,33.0,L0,88.17528205,6.096734532,L0
23.0,China,Pingyin,50.0,Unhealthy,1.0,Good,31.0,Moderate,6.0,Good,50.0,L3,130.39634565,16.10830332,L3
24.0,Brazil,Pinheiral,50.0,Unhealthy,1.0,,0.0,Good,1.0,Good,50.0,L3,130.39634565,13.56800617,L3
25.0,India,Piravam,81.0,Moderate,1.0,Good,24.0,Good,1.0,Good,81.0,L1,208.6092259,0.15176799,L1
26.0,Colombia,Plato,67.0,Moderate,1.0,Good,16.0,Good,2.0,Good,67.0,L1,160.9900642,6.715253655,L1
27.0,Romania,Poiana Mare,62.0,Moderate,1.0,Good,37.0,Good,1.0,Good,62.0,L1,163.7569802,3.61359391,L1
28.0,Russian Federation,Polevskoy,31.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,76.4936131,-7.940005672,L0
29.0,France,Pontarlier,56.0,Moderate,1.0,Good,35.0,Good,0.0,Good,56.0,L1,142.0830625,6.109990119,L1
30.0,United States of America,Pontiac,77.0,Moderate,1.0,Good,31.0,Good,1.0,Good,77.0,L1,191.4829339,6.18325325,L1
31.0,Indonesia,Pontianak,44.0,Good,1.0,Good,15.0,Good,0.0,Good,44.0,L0,133.5227818,9.582088857,L0
32.0,Brazil,Porecatu,30.0,Good,1.0,Good,9.0,Good,2.0,Good,30.0,L0,79.86502775,0.049531713,L0
33.0,Finland,Pori,30.0,Good,1.0,Good,30.0,Good,1.0,Good,15.0,L0,69.42289071,-3.728548312,L0
34.0,South Africa,Port Elizabeth,79.0,Moderate,1.0,Good,31.0,Good,5.0,Good,79.0,L1,210.7254491,8.243404297,L1
35.0,United States of America,Port Neches,34.0,Good,1.0,,31.0,Good,7.0,Good,34.0,L0,77.7915635,5.700886938,L0
36.0,United Kingdom of Great Britain and Northern Ireland,Port Talbot,51.0,Moderate,1.0,Good,20.0,Good,5.0,Good,51.0,L1,134.588636,4.269164727,L1
37.0,United States of America,Portales,77.0,Moderate,1.0,Good,34.0,Good,1.0,Good,77.0,L1,177.9032988,3.903543418,L1
38.0,United States of America,Post Falls,61.0,Moderate,1.0,Good,32.0,Good,3.0,Good,61.0,L1,144.2181395,-1.543634771,L1
39.0,Brazil,Pouso Alegre,32.0,Good,1.0,Good,7.0,Good,2.0,Good,32.0,L0,86.96861236,3.105414315,L0
40.0,China,Dalinghe,64.0,Moderate,1.0,Good,31.0,Moderate,4.0,Good,64.0,L1,172.3846658,5.657970852,L1
41.0,Russian Federation,Dalnegorsk,29.0,Good,1.0,Good,29.0,Good,0.0,Good,25.0,L0,79.21368281,7.363543704,L0
42.0,United Republic of Tanzania,Dar Es Salaam,51.0,Moderate,1.0,Good,23.0,Good,0.0,Good,51.0,L1,131.3435172,5.69662682,L1
43.0,India,Darbhanga,50.0,Very Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L4,130.39634565,6.010014391,L4
44.0,United States of America,Dayton,45.0,Good,1.0,Good,31.0,Good,7.0,Good,45.0,L0,102.7147801,12.41942438,L0
45.0,Belgium,Deinze,36.0,Good,1.0,Good,25.0,Good,3.0,Good,36.0,L0,87.80155792,2.455461619,L0
46.0,Egypt,Dekernes,81.0,Moderate,1.0,Good,31.0,Moderate,4.0,Good,56.0,L1,202.8936123,8.388933619,L1
47.0,Haiti,Delmas,50.0,Unhealthy for Sensitive Groups,1.0,Good,15.0,Good,5.0,Good,50.0,L2,130.39634565,4.765393332,L2
48.0,United States of America,Deming,72.0,Moderate,1.0,,26.0,Good,2.0,Good,72.0,L1,188.4361829,11.95576258,L1
49.0,United Kingdom of Great Britain and Northern Ireland,Denton,55.0,Moderate,1.0,,32.0,Good,1.0,Good,55.0,L1,124.8695984,2.434298879,L1
50.0,United States of America,Destin,31.0,Good,1.0,Good,31.0,Good,0.0,Good,25.0,L0,85.74083969,2.582071139,L0
51.0,Pakistan,Dhadar,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,130.39634565,3.100648206,L3
52.0,India,Dharmapuri,60.0,Moderate,1.0,Good,31.0,Good,1.0,Good,60.0,L1,148.23078,4.78255963,L1
53.0,Pakistan,Digri,50.0,Unhealthy,1.0,Good,40.0,Good,0.0,Good,50.0,L3,130.39634565,9.797689193,L3
54.0,Somalia,Dinsor,22.0,Good,1.0,Good,19.0,Good,0.0,Good,22.0,L0,70.30999522,6.229219223,L0
55.0,Philippines,Dipolog,30.0,Good,1.0,Good,17.0,Good,0.0,Good,30.0,L0,89.31280119,3.940380906,L0
56.0,Latvia,Dobele,44.0,Good,1.0,Good,34.0,Good,0.0,Good,44.0,L0,106.6078248,12.30662553,L0
57.0,United States of America,Grandville,47.0,Good,1.0,Good,31.0,Good,4.0,Good,47.0,L0,119.4078762,8.164928207,L0
58.0,Netherlands,Grave,37.0,Good,1.0,Good,32.0,Good,2.0,Good,37.0,L0,100.8126343,-0.190905596,L0
59.0,United States of America,Green Valley,44.0,Good,1.0,,14.0,Good,1.0,Good,44.0,L0,124.7554513,-3.101741769,L0
60.0,United States of America,Greendale,58.0,Moderate,1.0,Good,14.0,Good,1.0,Good,58.0,L1,145.2082576,3.524930991,L1
61.0,Poland,Grudziadz,37.0,Good,1.0,,33.0,Good,0.0,Good,37.0,L0,95.64341023,4.066743893,L0
62.0,Colombia,Guamo,89.0,Moderate,1.0,Good,3.0,Good,6.0,Good,89.0,L1,216.4366503,10.38600185,L1
63.0,Italy,Guardiagrele,52.0,Moderate,1.0,Good,38.0,Good,7.0,Good,52.0,L1,123.0379338,12.39568842,L1
64.0,Chad,Guelengdeng,59.0,Moderate,1.0,Good,16.0,Good,1.0,Good,59.0,L1,160.6252582,0.127270124,L1
65.0,United Kingdom of Great Britain and Northern Ireland,Guildford,51.0,Moderate,1.0,Good,25.0,Good,1.0,Good,51.0,L1,146.0624003,1.60422333,L1
66.0,Philippines,Guiset,66.0,Moderate,1.0,Good,26.0,Good,1.0,Good,66.0,L1,169.2798988,-2.088213349,L1
67.0,Russian Federation,Gukovo,38.0,Good,1.0,Good,38.0,Good,0.0,Good,13.0,L0,110.035329,-2.893996058,L0
68.0,United States of America,Havre De Grace,34.0,Good,1.0,Good,30.0,Good,7.0,Good,34.0,L0,93.61636025,0.66090627,L0
69.0,United States of America,Hazelwood,88.0,Moderate,1.0,Good,11.0,Good,1.0,Good,88.0,L1,218.5488025,7.433061221,L1
70.0,Germany,Heddesheim,54.0,Moderate,1.0,Good,31.0,Good,3.0,Good,54.0,L1,143.6139561,7.656972174,L1
71.0,Germany,Heiligenhaus,44.0,Good,1.0,Good,28.0,Good,3.0,Good,44.0,L0,130.3803657,-0.941770533,L0
72.0,United Kingdom of Great Britain and Northern Ireland,Hemel Hempstead,51.0,Moderate,1.0,Good,26.0,Good,6.0,Good,51.0,L1,132.1417396,-0.246379597,L1
73.0,United States of America,Hicksville,67.0,Moderate,1.0,Good,15.0,Good,1.0,Good,67.0,L1,188.1464366,-3.299115877,L1
74.0,Brazil,Hidrolandia,42.0,Good,1.0,Good,5.0,Good,2.0,Good,42.0,L0,83.80254896,4.871761041,L0
75.0,India,Gyanpur,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,130.39634565,1.93930549,L3
76.0,Germany,Haiger,49.0,Good,1.0,Good,25.0,Good,3.0,Good,49.0,L0,128.3704707,12.11515689,L0
77.0,China,Hangzhou,50.0,Very Unhealthy,1.0,Good,31.0,Very Unhealthy,5.0,Good,50.0,L3,130.39634565,13.049044,L3
78.0,Germany,Harrislee,35.0,Good,1.0,Good,32.0,Good,0.0,Good,35.0,L0,93.41760777,1.142771283,L0
79.0,United States of America,Harrison,90.0,Moderate,1.0,Good,25.0,Good,2.0,Good,90.0,L1,210.1243109,0.594437862,L1
80.0,India,Harur,67.0,Moderate,1.0,Good,26.0,Good,1.0,Good,67.0,L1,170.3032811,-3.673351101,L1
81.0,Germany,Hasbergen,36.0,Good,1.0,Good,34.0,Good,1.0,Good,36.0,L0,98.57112572,-4.839358885,L0
82.0,France,Haubourdin,48.0,Good,1.0,Good,28.0,Good,4.0,Good,48.0,L0,139.7789404,0.689295227,L0
83.0,United States of America,Taunton,41.0,Good,1.0,Good,28.0,Good,1.0,Good,41.0,L0,102.3172978,0.30548559,L0
84.0,New Zealand,Tauranga,19.0,Good,1.0,Good,19.0,Good,1.0,Good,17.0,L0,44.41506397,-2.995859214,L0
85.0,Tunisia,Tawzar,73.0,Moderate,1.0,Good,43.0,Good,0.0,Good,73.0,L1,182.4824296,5.685473637,L1
86.0,Viet Nam,Tay Ninh,45.0,Good,1.0,Good,18.0,Good,1.0,Good,45.0,L0,126.6540212,4.571327962,L0
87.0,Iran (Islamic Republic of),Taybad,50.0,Unhealthy,1.0,Good,43.0,Good,0.0,Good,50.0,L3,130.39634565,1.506838013,L3
88.0,Italy,Teano,47.0,Good,1.0,Good,47.0,Good,1.0,Good,36.0,L0,117.202398,13.47576134,L0
89.0,India,Tekkali,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,130.39634565,-1.333646833,L3
90.0,Brazil,Teodoro Sampaio,46.0,Good,1.0,Good,9.0,Good,1.0,Good,46.0,L0,120.9707755,4.090819495,L0
91.0,Mexico,Tepeaca,50.0,Unhealthy,1.0,Good,2.0,Good,1.0,Good,50.0,L3,130.39634565,9.90709898,L3
92.0,Mexico,Tequila,64.0,Moderate,1.0,Good,15.0,Good,2.0,Good,64.0,L1,157.9794691,1.04649559,L1
93.0,Italy,Teramo,44.0,Good,1.0,Good,44.0,Good,1.0,Good,38.0,L0,111.7233785,0.31168577,L0
94.0,Viet Nam,Thai Nguyen,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,105.0,L2,130.39634565,7.365200585,L2
95.0,China,Tianjin,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,130.39634565,8.072360863,L2
96.0,Indonesia,Tidore,21.0,Good,1.0,Good,13.0,Good,0.0,Good,21.0,L0,60.46120277,0.040617364,L0
97.0,Romania,Timisoara,47.0,Good,1.0,Good,42.0,Good,0.0,Good,47.0,L0,125.1105527,-2.693598175,L0
98.0,Tunisia,Tinjah,48.0,Good,1.0,Good,48.0,Good,1.0,Good,29.0,L0,125.0511346,-4.290559089,L0
99.0,Philippines,Toboso,54.0,Moderate,1.0,Good,20.0,Good,0.0,Good,54.0,L1,137.6541287,2.357417624,L1
100.0,Japan,Tokorozawa,60.0,Moderate,1.0,Good,44.0,Good,3.0,Good,60.0,L1,140.8462926,1.789519478,L1
101.0,Mexico,Toluca,50.0,Unhealthy,1.0,,8.0,Good,1.0,Good,50.0,L3,130.39634565,8.214815699,L3
102.0,Brazil,Itapissuma,27.0,Good,1.0,Good,23.0,Good,1.0,Good,27.0,L0,69.07285483,1.456891011,L0
103.0,Brazil,Itarantim,23.0,Good,1.0,Good,31.0,Good,1.0,Good,23.0,L0,54.47722731,1.187488291,L0
104.0,Brazil,Itumbiara,31.0,Good,1.0,Good,13.0,Good,0.0,Good,31.0,L0,80.88714288,2.737962881,L0
105.0,Mexico,Ixtaczoquitlan,88.0,Moderate,1.0,Good,13.0,Good,1.0,Good,88.0,L1,229.0405086,3.132358459,L1
106.0,El Salvador,Izalco,90.0,Moderate,1.0,Good,22.0,Good,1.0,Good,90.0,L1,248.861859,13.21972905,L1
107.0,United Republic of Tanzania,Izazi,28.0,Good,1.0,Good,15.0,Good,0.0,Good,28.0,L0,76.74577813,-0.198700741,L0
108.0,Russian Federation,Izberbash,51.0,Moderate,1.0,Good,38.0,Good,0.0,Good,51.0,L1,135.0755039,1.945096453,L1
109.0,India,Jabalpur,50.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,50.0,L3,130.39634565,0.181056054,L3
110.0,Brazil,Jaguaquara,22.0,Good,1.0,Good,9.0,Good,1.0,Good,22.0,L0,40.81228785,-1.702907701,L0
111.0,India,Jahanabad,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,130.39634565,9.323207833,L3
112.0,Bulgaria,Jambol,40.0,Good,1.0,Good,40.0,Good,0.0,Good,32.0,L0,105.6023021,3.288828951,L0
113.0,Poland,Jarocin,47.0,Good,1.0,Good,27.0,Good,2.0,Good,47.0,L0,147.1324211,1.502698048,L0
114.0,Philippines,Jasaan,59.0,Moderate,1.0,Good,32.0,Good,0.0,Good,59.0,L1,150.5763904,2.382620042,L1
115.0,Nigeria,Ilobu,50.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,3.0,Good,50.0,L2,130.39634565,5.600932245,L2
116.0,Finland,Imatra,29.0,Good,1.0,,29.0,Good,1.0,Good,7.0,L0,77.1528823,5.808628189,L0
117.0,Brazil,Indaial,73.0,Moderate,1.0,Good,2.0,Good,1.0,Good,73.0,L1,175.8132196,15.87596371,L1
118.0,Philippines,Indang,50.0,Good,1.0,Good,24.0,Good,0.0,Good,50.0,L0,141.4282281,-2.374206386,L0
119.0,Brazil,Itagi,25.0,Good,1.0,Good,31.0,Good,1.0,Good,25.0,L0,75.01933033,3.969816119,L0
120.0,Nigeria,Iseyin,90.0,Moderate,1.0,Good,18.0,Good,2.0,Good,90.0,L1,237.9103195,7.624744785,L1
121.0,Mexico,Isla,81.0,Moderate,1.0,Good,26.0,Good,3.0,Good,81.0,L1,198.4061255,8.943148791,L1
122.0,Brazil,Itaitinga,29.0,Good,1.0,,20.0,Good,1.0,Good,29.0,L0,91.52794311,5.483964802,L0
123.0,Brazil,Itambe,21.0,Good,1.0,Good,8.0,Good,1.0,Good,21.0,L0,43.48148937,3.027063486,L0
124.0,Brazil,Itapemirim,44.0,Good,1.0,Good,16.0,Good,1.0,Good,44.0,L0,120.8685709,3.600897119,L0
125.0,South Sudan,Torit,65.0,Moderate,1.0,Good,12.0,Good,0.0,Good,65.0,L1,189.4045563,1.627749002,L1
126.0,Guatemala,Totonicapan,66.0,Moderate,1.0,Good,7.0,Good,6.0,Good,66.0,L1,160.0946367,1.775198234,L1
127.0,United States of America,Trenton,53.0,Moderate,1.0,Good,28.0,Good,1.0,Good,53.0,L1,131.8370227,3.315771695,L1
128.0,United States of America,Trujillo Alto,56.0,Moderate,1.0,,23.0,Good,0.0,Good,56.0,L1,145.9965137,-4.422944157,L1
129.0,Ireland,Tullamore,57.0,Moderate,1.0,Good,26.0,Good,3.0,Good,57.0,L1,142.4652435,0.830720049,L1
130.0,Turkey,Tunceli,62.0,Moderate,1.0,Good,35.0,Good,1.0,Good,62.0,L1,144.4933657,7.534268122,L1
131.0,Viet Nam,Tuyen Quang,50.0,Unhealthy,1.0,,31.0,Unhealthy,1.0,Good,107.0,L2,130.39634565,9.692561105,L2
132.0,United States of America,Two Rivers,49.0,Good,1.0,Good,27.0,Good,4.0,Good,49.0,L0,116.8769629,8.263322095,L0
133.0,United States of America,Tysons Corner,55.0,Moderate,1.0,Good,25.0,Good,1.0,Good,55.0,L1,147.2359243,12.94821943,L1
134.0,Russian Federation,Tyukalinsk,34.0,Good,1.0,Good,31.0,Good,0.0,Good,32.0,L0,80.80575766,2.91485272,L0
135.0,India,Udupi,80.0,Moderate,1.0,Good,25.0,Good,0.0,Good,80.0,L1,220.4993441,4.836629171,L1
136.0,India,Umaria,50.0,Unhealthy,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,130.39634565,4.090770529,L3
137.0,United States of America,Willowbrook,50.0,Unhealthy for Sensitive Groups,1.0,Good,3.0,Good,1.0,Good,50.0,L2,130.39634565,5.136971198,L2
138.0,United States of America,Wilmette,63.0,Moderate,1.0,Good,9.0,Good,1.0,Good,63.0,L1,170.6351722,0.835158703,L1
139.0,United States of America,Wolf Trap,53.0,Moderate,1.0,Good,27.0,Good,1.0,Good,53.0,L1,125.1913568,9.815751863,L1
140.0,United States of America,Woodhaven,86.0,Moderate,1.0,Good,38.0,Good,1.0,Good,86.0,L1,222.2745993,6.643136402,L1
141.0,China,Wulanhaote,47.0,Good,1.0,Good,47.0,Good,0.0,Good,25.0,L0,135.5714275,14.83301536,L0
142.0,China,Xiangdong,78.0,Moderate,1.0,Good,25.0,Good,7.0,Good,78.0,L1,183.9251677,10.46026006,L1
143.0,China,Xiaoweizhai,61.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,54.0,L1,159.3463386,1.943935052,L1
144.0,China,Xushan,112.0,Unhealthy for Sensitive Groups,1.0,Good,44.0,Good,4.0,Good,112.0,L2,130.39634565,9.801710901,L2
145.0,Peru,Yanacancha,27.0,Good,1.0,Good,6.0,Good,1.0,Good,27.0,L0,80.31822872,0.474622304,L0
146.0,China,Yancheng,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,130.39634565,13.48429855,L3
147.0,Democratic Republic of the Congo,Yangambi,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,0.0,Good,50.0,L2,130.39634565,6.768330614,L2
148.0,China,Yanggu,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,5.0,Good,50.0,L3,130.39634565,2.137870199,L3
149.0,China,Yangliuqing,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,130.39634565,5.221224615,L2
150.0,China,Yanji,69.0,Moderate,1.0,Good,48.0,Good,0.0,Good,69.0,L1,180.0049285,1.876675488,L1
151.0,United States of America,Yankton,47.0,Good,1.0,Good,34.0,Good,3.0,Good,47.0,L0,125.9644821,-0.401258823,L0
152.0,Germany,Wenden,69.0,Moderate,1.0,Good,34.0,Good,4.0,Good,69.0,L1,170.6997528,0.936958622,L1
153.0,United States of America,West Carrollton City,84.0,Moderate,1.0,Good,9.0,Good,1.0,Good,84.0,L1,217.322537,11.68345935,L1
154.0,Belgium,Wetteren,64.0,Moderate,1.0,Good,32.0,Good,6.0,Good,64.0,L1,167.9307247,12.78022104,L1
155.0,Canada,Whitehorse,20.0,Good,1.0,Good,20.0,Good,1.0,Good,10.0,L0,47.85648582,-2.850947578,L0
156.0,Ireland,Wicklow,38.0,Good,1.0,Good,30.0,Good,3.0,Good,38.0,L0,118.6577451,10.11756521,L0
157.0,Switzerland,Wil,59.0,Moderate,1.0,Good,27.0,Good,3.0,Good,59.0,L1,157.2383292,1.41148142,L1
158.0,Germany,Wildeshausen,67.0,Moderate,1.0,Good,30.0,Good,5.0,Good,67.0,L1,160.586965,5.539412656,L1
159.0,United States of America,Williamsport,75.0,Moderate,1.0,Good,13.0,Good,1.0,Good,75.0,L1,199.0655361,-2.670730153,L1
160.0,United States of America,Fox Lake,60.0,Moderate,1.0,Good,18.0,Good,1.0,Good,60.0,L1,145.2531833,8.220175087,L1
161.0,Brazil,Foz Do Iguacu,22.0,Good,1.0,Good,13.0,Good,0.0,Good,22.0,L0,67.87084604,-6.226561984,L0
162.0,Denmark,Frederikssund,36.0,Good,1.0,Good,36.0,Good,0.0,Good,25.0,L0,106.5859558,5.369675362,L0
163.0,United States of America,Friendly,41.0,Good,1.0,Good,30.0,Good,1.0,Good,41.0,L0,99.29317682,5.086280235,L0
164.0,Germany,Fuldatal,44.0,Good,1.0,Good,28.0,Good,2.0,Good,44.0,L0,124.6337613,4.755038171,L0
165.0,Japan,Furano,29.0,Good,1.0,Good,26.0,Good,1.0,Good,29.0,L0,81.62780927,0.125449247,L0
166.0,China,Fuzhou,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,5.0,Good,99.0,L1,130.39634565,10.14763337,L1
167.0,United Kingdom of Great Britain and Northern Ireland,Galashiels,25.0,Good,1.0,Good,31.0,Good,3.0,Good,23.0,L0,86.46792983,5.755407547,L0
168.0,Germany,Gangelt,41.0,Good,1.0,Good,26.0,Good,4.0,Good,41.0,L0,105.0461188,2.750236082,L0
169.0,Germany,Garbsen,36.0,Good,1.0,Good,33.0,Good,1.0,Good,36.0,L0,87.46263836,5.359251536,L0
170.0,Cameroon,Garoua,59.0,Moderate,1.0,Good,12.0,Good,0.0,Good,59.0,L1,143.6048557,5.121979267,L1
171.0,Somalia,Garowe,98.0,Moderate,1.0,Good,17.0,Good,0.0,Good,98.0,L1,241.8418972,4.643885795,L1
172.0,Netherlands,Geertruidenberg,35.0,Good,1.0,Good,33.0,Good,2.0,Good,35.0,L0,91.72898291,1.370603363,L0
173.0,Australia,Geraldton,29.0,Good,1.0,Good,29.0,Good,0.0,Good,13.0,L0,80.91151975,3.083509956,L0
174.0,Germany,Germersheim,51.0,Moderate,1.0,Good,29.0,Good,3.0,Good,51.0,L1,135.266908,6.673614705,L1
175.0,Colombia,Girardot,103.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,103.0,L2,270.7718325,7.210437132,L2
176.0,Russian Federation,Glubokiy,35.0,Good,1.0,Good,35.0,Good,0.0,Good,17.0,L0,92.63001892,-2.369182931,L0
177.0,United Kingdom of Great Britain and Northern Ireland,Golborne,35.0,Good,1.0,Good,30.0,Good,4.0,Good,35.0,L0,107.0353408,5.180395028,L0
178.0,Portugal,Gondomar,27.0,Good,1.0,Good,27.0,Good,2.0,Good,21.0,L0,69.85343167,7.946956893,L0
179.0,Russian Federation,Goryachevodskiy,48.0,Good,1.0,Good,39.0,Good,1.0,Good,48.0,L0,152.2016917,5.295754865,L0
180.0,India,Govindgarh,50.0,Hazardous,1.0,Good,45.0,Good,0.0,Good,50.0,L5,130.39634565,5.390711573,L5
181.0,Côte d'Ivoire,Grand Lahou,54.0,Moderate,1.0,Good,25.0,Good,0.0,Good,54.0,L1,131.4284244,3.589119468,L1
182.0,United States of America,Hoffman Estates,61.0,Moderate,1.0,Good,26.0,Good,1.0,Good,61.0,L1,146.791075,9.295593264,L1
183.0,Sweden,Hoganas,36.0,Good,1.0,Good,36.0,Good,1.0,Good,30.0,L0,99.82472415,2.870322919,L0
184.0,United States of America,Holly Springs,42.0,Good,1.0,Good,42.0,Good,2.0,Good,37.0,L0,107.7653721,1.530506094,L0
185.0,Germany,Holzminden,42.0,Good,1.0,Good,32.0,Good,1.0,Good,42.0,L0,117.1400049,7.526491264,L0
186.0,China,Huaicheng,50.0,Unhealthy,1.0,Good,45.0,Good,4.0,Good,50.0,L3,130.39634565,6.547308409,L3
187.0,Ethiopia,Huruta,102.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,0.0,Good,102.0,L2,259.2717109,8.247354732,L2
188.0,Nigeria,Idanre,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,2.0,Good,115.0,L2,284.0320628,12.92967731,L2
189.0,Italy,Iglesias,64.0,Moderate,1.0,Good,53.0,Moderate,1.0,Good,64.0,L1,149.8515278,6.63408466,L1
190.0,Germany,Ihlow,40.0,Good,1.0,Good,30.0,Good,2.0,Good,40.0,L0,100.5348505,-2.446177598,L0
191.0,Japan,Iizuka,45.0,Good,1.0,Good,45.0,Good,0.0,Good,38.0,L0,126.0639879,3.935774546,L0
192.0,Thailand,Sungai Kolok,65.0,Moderate,1.0,Good,34.0,Good,0.0,Good,65.0,L1,169.6409374,2.790000015,L1
193.0,Indonesia,Sungaipenuh,17.0,Good,1.0,,13.0,Good,0.0,Good,17.0,L0,35.04261221,1.320003723,L0
194.0,Russian Federation,Suvorovskaya,52.0,Moderate,1.0,Good,39.0,Good,1.0,Good,52.0,L1,136.7318093,4.513757937,L1
195.0,Japan,Suzu,69.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,60.0,L1,181.3531738,7.646031737,L1
196.0,Poland,Swiecie,44.0,Good,1.0,,33.0,Good,1.0,Good,44.0,L0,106.1614256,1.507236699,L0
197.0,Hungary,Szeged,50.0,Good,1.0,Good,41.0,Good,1.0,Good,50.0,L0,131.5372511,2.943086629,L0
198.0,Hungary,Szerencs,72.0,Moderate,1.0,,42.0,Good,1.0,Good,72.0,L1,185.5820872,2.594705331,L1
199.0,Tunisia,Taburbah,49.0,Good,1.0,Good,31.0,Good,1.0,Good,32.0,L0,116.070297,9.619355228,L0
200.0,India,Tadepallegudem,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,50.0,L2,130.39634565,4.314496911,L2
201.0,Iran (Islamic Republic of),Tafresh,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,82.0,L1,130.39634565,-0.572028289,L1
202.0,Philippines,Tagaytay,41.0,Good,1.0,Good,25.0,Good,1.0,Good,41.0,L0,118.3305124,-4.067174195,L0
