Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2
0.0,Russian Federation,Praskoveya,51.0,Moderate,1.0,Good,36.0,Good,0.0,Good,51.0,L1,10.58399843
1.0,Brazil,Presidente Dutra,41.0,Good,1.0,Good,5.0,Good,1.0,Good,41.0,L0,3.415177318
2.0,Italy,Priolo Gargallo,66.0,Moderate,1.0,Good,39.0,Good,2.0,Good,66.0,L1,-0.907914832
3.0,Poland,Przasnysz,34.0,Good,1.0,Good,34.0,Good,0.0,Good,20.0,L0,3.394131948
4.0,France,Punaauia,22.0,Good,1.0,Good,22.0,Good,0.0,Good,6.0,L0,12.45832718
5.0,United States of America,Punta Gorda,54.0,Moderate,1.0,Good,14.0,Good,1.0,Good,54.0,L1,8.794839177
6.0,Germany,Puttlingen,62.0,Moderate,1.0,Good,35.0,Good,3.0,Good,62.0,L1,6.553713458
7.0,Belgium,Puurs,64.0,Moderate,1.0,Good,29.0,Good,1.0,Good,64.0,L1,8.613424585
8.0,Russian Federation,Pyatigorsk,54.0,Moderate,1.0,Good,41.0,Good,1.0,Good,54.0,L1,11.50283306
9.0,Egypt,Qalyub,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,50.0,L2,1.635668992
10.0,China,Qinzhou,68.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,58.0,L1,3.639800657
11.0,Netherlands,Raalte,41.0,Good,1.0,Good,24.0,Good,6.0,Good,41.0,L0,1.156391836
12.0,India,Radaur,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,10.33557199
13.0,Pakistan,Radhan,50.0,Unhealthy,1.0,Good,50.0,Good,1.0,Good,50.0,L3,4.600554453
14.0,Republic of North Macedonia,Radovis,83.0,Moderate,1.0,Good,46.0,Good,0.0,Good,83.0,L1,7.581556453
15.0,France,Raismes,59.0,Moderate,1.0,Good,30.0,Good,4.0,Good,59.0,L1,1.265563251
16.0,India,Rajgir,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,2.0,Good,50.0,L3,14.25976025
17.0,Italy,Ramacca,55.0,Moderate,1.0,Good,47.0,Good,0.0,Good,55.0,L1,3.453331459
18.0,United States of America,Phoenix,72.0,Moderate,1.0,Good,4.0,Good,1.0,Good,72.0,L1,7.27272776
19.0,India,Phulabani,50.0,Unhealthy,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,11.57703249
20.0,Poland,Piaseczno,28.0,Good,1.0,Good,28.0,Good,2.0,Good,28.0,L0,9.375621577
21.0,India,Pimpri,50.0,Unhealthy for Sensitive Groups,1.0,Good,30.0,Good,2.0,Good,118.0,L2,7.404142042
22.0,Brazil,Pindobacu,33.0,Good,1.0,,10.0,Good,1.0,Good,33.0,L0,6.096734532
23.0,China,Pingyin,50.0,Unhealthy,1.0,Good,31.0,Moderate,6.0,Good,50.0,L3,16.10830332
24.0,Brazil,Pinheiral,50.0,Unhealthy,1.0,,0.0,Good,1.0,Good,50.0,L3,13.56800617
25.0,India,Piravam,81.0,Moderate,1.0,Good,24.0,Good,1.0,Good,81.0,L1,0.15176799
26.0,Colombia,Plato,67.0,Moderate,1.0,Good,16.0,Good,2.0,Good,67.0,L1,6.715253655
27.0,Romania,Poiana Mare,62.0,Moderate,1.0,Good,37.0,Good,1.0,Good,62.0,L1,3.61359391
28.0,Russian Federation,Polevskoy,31.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,-7.940005672
29.0,France,Pontarlier,56.0,Moderate,1.0,Good,35.0,Good,0.0,Good,56.0,L1,6.109990119
30.0,United States of America,Pontiac,77.0,Moderate,1.0,Good,31.0,Good,1.0,Good,77.0,L1,6.18325325
31.0,Indonesia,Pontianak,44.0,Good,1.0,Good,15.0,Good,0.0,Good,44.0,L0,9.582088857
32.0,Brazil,Porecatu,30.0,Good,1.0,Good,9.0,Good,2.0,Good,30.0,L0,0.049531713
33.0,Finland,Pori,30.0,Good,1.0,Good,30.0,Good,1.0,Good,15.0,L0,-3.728548312
34.0,South Africa,Port Elizabeth,79.0,Moderate,1.0,Good,31.0,Good,5.0,Good,79.0,L1,8.243404297
35.0,United States of America,Port Neches,34.0,Good,1.0,,31.0,Good,7.0,Good,34.0,L0,5.700886938
36.0,United Kingdom of Great Britain and Northern Ireland,Port Talbot,51.0,Moderate,1.0,Good,20.0,Good,5.0,Good,51.0,L1,4.269164727
37.0,United States of America,Portales,77.0,Moderate,1.0,Good,34.0,Good,1.0,Good,77.0,L1,3.903543418
38.0,United States of America,Post Falls,61.0,Moderate,1.0,Good,32.0,Good,3.0,Good,61.0,L1,-1.543634771
39.0,Brazil,Pouso Alegre,32.0,Good,1.0,Good,7.0,Good,2.0,Good,32.0,L0,3.105414315
40.0,China,Dalinghe,64.0,Moderate,1.0,Good,31.0,Moderate,4.0,Good,64.0,L1,5.657970852
41.0,Russian Federation,Dalnegorsk,29.0,Good,1.0,Good,29.0,Good,0.0,Good,25.0,L0,7.363543704
42.0,United Republic of Tanzania,Dar Es Salaam,51.0,Moderate,1.0,Good,23.0,Good,0.0,Good,51.0,L1,5.69662682
43.0,India,Darbhanga,50.0,Very Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L4,6.010014391
44.0,United States of America,Dayton,45.0,Good,1.0,Good,31.0,Good,7.0,Good,45.0,L0,12.41942438
45.0,Belgium,Deinze,36.0,Good,1.0,Good,25.0,Good,3.0,Good,36.0,L0,2.455461619
46.0,Egypt,Dekernes,81.0,Moderate,1.0,Good,31.0,Moderate,4.0,Good,56.0,L1,8.388933619
47.0,Haiti,Delmas,50.0,Unhealthy for Sensitive Groups,1.0,Good,15.0,Good,5.0,Good,50.0,L2,4.765393332
48.0,United States of America,Deming,72.0,Moderate,1.0,,26.0,Good,2.0,Good,72.0,L1,11.95576258
49.0,United Kingdom of Great Britain and Northern Ireland,Denton,55.0,Moderate,1.0,,32.0,Good,1.0,Good,55.0,L1,2.434298879
50.0,United States of America,Destin,31.0,Good,1.0,Good,31.0,Good,0.0,Good,25.0,L0,2.582071139
51.0,Pakistan,Dhadar,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,3.100648206
52.0,India,Dharmapuri,60.0,Moderate,1.0,Good,31.0,Good,1.0,Good,60.0,L1,4.78255963
53.0,Pakistan,Digri,50.0,Unhealthy,1.0,Good,40.0,Good,0.0,Good,50.0,L3,9.797689193
54.0,Somalia,Dinsor,22.0,Good,1.0,Good,19.0,Good,0.0,Good,22.0,L0,6.229219223
55.0,Philippines,Dipolog,30.0,Good,1.0,Good,17.0,Good,0.0,Good,30.0,L0,3.940380906
56.0,Latvia,Dobele,44.0,Good,1.0,Good,34.0,Good,0.0,Good,44.0,L0,12.30662553
57.0,United States of America,Grandville,47.0,Good,1.0,Good,31.0,Good,4.0,Good,47.0,L0,8.164928207
58.0,Netherlands,Grave,37.0,Good,1.0,Good,32.0,Good,2.0,Good,37.0,L0,-0.190905596
59.0,United States of America,Green Valley,44.0,Good,1.0,,14.0,Good,1.0,Good,44.0,L0,-3.101741769
60.0,United States of America,Greendale,58.0,Moderate,1.0,Good,14.0,Good,1.0,Good,58.0,L1,3.524930991
61.0,Poland,Grudziadz,37.0,Good,1.0,,33.0,Good,0.0,Good,37.0,L0,4.066743893
62.0,Colombia,Guamo,89.0,Moderate,1.0,Good,3.0,Good,6.0,Good,89.0,L1,10.38600185
63.0,Italy,Guardiagrele,52.0,Moderate,1.0,Good,38.0,Good,7.0,Good,52.0,L1,12.39568842
64.0,Chad,Guelengdeng,59.0,Moderate,1.0,Good,16.0,Good,1.0,Good,59.0,L1,0.127270124
65.0,United Kingdom of Great Britain and Northern Ireland,Guildford,51.0,Moderate,1.0,Good,25.0,Good,1.0,Good,51.0,L1,1.60422333
66.0,Philippines,Guiset,66.0,Moderate,1.0,Good,26.0,Good,1.0,Good,66.0,L1,-2.088213349
67.0,Russian Federation,Gukovo,38.0,Good,1.0,Good,38.0,Good,0.0,Good,13.0,L0,-2.893996058
68.0,United States of America,Havre De Grace,34.0,Good,1.0,Good,30.0,Good,7.0,Good,34.0,L0,0.66090627
69.0,United States of America,Hazelwood,88.0,Moderate,1.0,Good,11.0,Good,1.0,Good,88.0,L1,7.433061221
70.0,Germany,Heddesheim,54.0,Moderate,1.0,Good,31.0,Good,3.0,Good,54.0,L1,7.656972174
71.0,Germany,Heiligenhaus,44.0,Good,1.0,Good,28.0,Good,3.0,Good,44.0,L0,-0.941770533
72.0,United Kingdom of Great Britain and Northern Ireland,Hemel Hempstead,51.0,Moderate,1.0,Good,26.0,Good,6.0,Good,51.0,L1,-0.246379597
73.0,United States of America,Hicksville,67.0,Moderate,1.0,Good,15.0,Good,1.0,Good,67.0,L1,-3.299115877
74.0,Brazil,Hidrolandia,42.0,Good,1.0,Good,5.0,Good,2.0,Good,42.0,L0,4.871761041
75.0,India,Gyanpur,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,1.93930549
76.0,Germany,Haiger,49.0,Good,1.0,Good,25.0,Good,3.0,Good,49.0,L0,12.11515689
77.0,China,Hangzhou,50.0,Very Unhealthy,1.0,Good,31.0,Very Unhealthy,5.0,Good,50.0,L3,13.049044
78.0,Germany,Harrislee,35.0,Good,1.0,Good,32.0,Good,0.0,Good,35.0,L0,1.142771283
79.0,United States of America,Harrison,90.0,Moderate,1.0,Good,25.0,Good,2.0,Good,90.0,L1,0.594437862
80.0,India,Harur,67.0,Moderate,1.0,Good,26.0,Good,1.0,Good,67.0,L1,-3.673351101
81.0,Germany,Hasbergen,36.0,Good,1.0,Good,34.0,Good,1.0,Good,36.0,L0,-4.839358885
82.0,France,Haubourdin,48.0,Good,1.0,Good,28.0,Good,4.0,Good,48.0,L0,0.689295227
83.0,United States of America,Taunton,41.0,Good,1.0,Good,28.0,Good,1.0,Good,41.0,L0,0.30548559
84.0,New Zealand,Tauranga,19.0,Good,1.0,Good,19.0,Good,1.0,Good,17.0,L0,-2.995859214
85.0,Tunisia,Tawzar,73.0,Moderate,1.0,Good,43.0,Good,0.0,Good,73.0,L1,5.685473637
86.0,Viet Nam,Tay Ninh,45.0,Good,1.0,Good,18.0,Good,1.0,Good,45.0,L0,4.571327962
87.0,Iran (Islamic Republic of),Taybad,50.0,Unhealthy,1.0,Good,43.0,Good,0.0,Good,50.0,L3,1.506838013
88.0,Italy,Teano,47.0,Good,1.0,Good,47.0,Good,1.0,Good,36.0,L0,13.47576134
89.0,India,Tekkali,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,-1.333646833
90.0,Brazil,Teodoro Sampaio,46.0,Good,1.0,Good,9.0,Good,1.0,Good,46.0,L0,4.090819495
91.0,Mexico,Tepeaca,50.0,Unhealthy,1.0,Good,2.0,Good,1.0,Good,50.0,L3,9.90709898
92.0,Mexico,Tequila,64.0,Moderate,1.0,Good,15.0,Good,2.0,Good,64.0,L1,1.04649559
93.0,Italy,Teramo,44.0,Good,1.0,Good,44.0,Good,1.0,Good,38.0,L0,0.31168577
94.0,Viet Nam,Thai Nguyen,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,105.0,L2,7.365200585
95.0,China,Tianjin,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,8.072360863
96.0,Indonesia,Tidore,21.0,Good,1.0,Good,13.0,Good,0.0,Good,21.0,L0,0.040617364
97.0,Romania,Timisoara,47.0,Good,1.0,Good,42.0,Good,0.0,Good,47.0,L0,-2.693598175
98.0,Tunisia,Tinjah,48.0,Good,1.0,Good,48.0,Good,1.0,Good,29.0,L0,-4.290559089
99.0,Philippines,Toboso,54.0,Moderate,1.0,Good,20.0,Good,0.0,Good,54.0,L1,2.357417624
100.0,Japan,Tokorozawa,60.0,Moderate,1.0,Good,44.0,Good,3.0,Good,60.0,L1,1.789519478
101.0,Mexico,Toluca,50.0,Unhealthy,1.0,,8.0,Good,1.0,Good,50.0,L3,8.214815699
102.0,Brazil,Itapissuma,27.0,Good,1.0,Good,23.0,Good,1.0,Good,27.0,L0,1.456891011
103.0,Brazil,Itarantim,23.0,Good,1.0,Good,31.0,Good,1.0,Good,23.0,L0,1.187488291
104.0,Brazil,Itumbiara,31.0,Good,1.0,Good,13.0,Good,0.0,Good,31.0,L0,2.737962881
105.0,Mexico,Ixtaczoquitlan,88.0,Moderate,1.0,Good,13.0,Good,1.0,Good,88.0,L1,3.132358459
106.0,El Salvador,Izalco,90.0,Moderate,1.0,Good,22.0,Good,1.0,Good,90.0,L1,13.21972905
107.0,United Republic of Tanzania,Izazi,28.0,Good,1.0,Good,15.0,Good,0.0,Good,28.0,L0,-0.198700741
108.0,Russian Federation,Izberbash,51.0,Moderate,1.0,Good,38.0,Good,0.0,Good,51.0,L1,1.945096453
109.0,India,Jabalpur,50.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,50.0,L3,0.181056054
110.0,Brazil,Jaguaquara,22.0,Good,1.0,Good,9.0,Good,1.0,Good,22.0,L0,-1.702907701
111.0,India,Jahanabad,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,9.323207833
112.0,Bulgaria,Jambol,40.0,Good,1.0,Good,40.0,Good,0.0,Good,32.0,L0,3.288828951
113.0,Poland,Jarocin,47.0,Good,1.0,Good,27.0,Good,2.0,Good,47.0,L0,1.502698048
114.0,Philippines,Jasaan,59.0,Moderate,1.0,Good,32.0,Good,0.0,Good,59.0,L1,2.382620042
115.0,Nigeria,Ilobu,50.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,3.0,Good,50.0,L2,5.600932245
116.0,Finland,Imatra,29.0,Good,1.0,,29.0,Good,1.0,Good,7.0,L0,5.808628189
117.0,Brazil,Indaial,73.0,Moderate,1.0,Good,2.0,Good,1.0,Good,73.0,L1,15.87596371
118.0,Philippines,Indang,50.0,Good,1.0,Good,24.0,Good,0.0,Good,50.0,L0,-2.374206386
119.0,Brazil,Itagi,25.0,Good,1.0,Good,31.0,Good,1.0,Good,25.0,L0,3.969816119
120.0,Nigeria,Iseyin,90.0,Moderate,1.0,Good,18.0,Good,2.0,Good,90.0,L1,7.624744785
121.0,Mexico,Isla,81.0,Moderate,1.0,Good,26.0,Good,3.0,Good,81.0,L1,8.943148791
122.0,Brazil,Itaitinga,29.0,Good,1.0,,20.0,Good,1.0,Good,29.0,L0,5.483964802
123.0,Brazil,Itambe,21.0,Good,1.0,Good,8.0,Good,1.0,Good,21.0,L0,3.027063486
124.0,Brazil,Itapemirim,44.0,Good,1.0,Good,16.0,Good,1.0,Good,44.0,L0,3.600897119
125.0,South Sudan,Torit,65.0,Moderate,1.0,Good,12.0,Good,0.0,Good,65.0,L1,1.627749002
126.0,Guatemala,Totonicapan,66.0,Moderate,1.0,Good,7.0,Good,6.0,Good,66.0,L1,1.775198234
127.0,United States of America,Trenton,53.0,Moderate,1.0,Good,28.0,Good,1.0,Good,53.0,L1,3.315771695
128.0,United States of America,Trujillo Alto,56.0,Moderate,1.0,,23.0,Good,0.0,Good,56.0,L1,-4.422944157
129.0,Ireland,Tullamore,57.0,Moderate,1.0,Good,26.0,Good,3.0,Good,57.0,L1,0.830720049
130.0,Turkey,Tunceli,62.0,Moderate,1.0,Good,35.0,Good,1.0,Good,62.0,L1,7.534268122
131.0,Viet Nam,Tuyen Quang,50.0,Unhealthy,1.0,,31.0,Unhealthy,1.0,Good,107.0,L2,9.692561105
132.0,United States of America,Two Rivers,49.0,Good,1.0,Good,27.0,Good,4.0,Good,49.0,L0,8.263322095
133.0,United States of America,Tysons Corner,55.0,Moderate,1.0,Good,25.0,Good,1.0,Good,55.0,L1,12.94821943
134.0,Russian Federation,Tyukalinsk,34.0,Good,1.0,Good,31.0,Good,0.0,Good,32.0,L0,2.91485272
135.0,India,Udupi,80.0,Moderate,1.0,Good,25.0,Good,0.0,Good,80.0,L1,4.836629171
136.0,India,Umaria,50.0,Unhealthy,1.0,Good,31.0,Moderate,0.0,Good,50.0,L3,4.090770529
137.0,United States of America,Willowbrook,50.0,Unhealthy for Sensitive Groups,1.0,Good,3.0,Good,1.0,Good,50.0,L2,5.136971198
138.0,United States of America,Wilmette,63.0,Moderate,1.0,Good,9.0,Good,1.0,Good,63.0,L1,0.835158703
139.0,United States of America,Wolf Trap,53.0,Moderate,1.0,Good,27.0,Good,1.0,Good,53.0,L1,9.815751863
140.0,United States of America,Woodhaven,86.0,Moderate,1.0,Good,38.0,Good,1.0,Good,86.0,L1,6.643136402
141.0,China,Wulanhaote,47.0,Good,1.0,Good,47.0,Good,0.0,Good,25.0,L0,14.83301536
142.0,China,Xiangdong,78.0,Moderate,1.0,Good,25.0,Good,7.0,Good,78.0,L1,10.46026006
143.0,China,Xiaoweizhai,61.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,54.0,L1,1.943935052
144.0,China,Xushan,112.0,Unhealthy for Sensitive Groups,1.0,Good,44.0,Good,4.0,Good,112.0,L2,9.801710901
145.0,Peru,Yanacancha,27.0,Good,1.0,Good,6.0,Good,1.0,Good,27.0,L0,0.474622304
146.0,China,Yancheng,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,2.0,Good,50.0,L3,13.48429855
147.0,Democratic Republic of the Congo,Yangambi,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,0.0,Good,50.0,L2,6.768330614
148.0,China,Yanggu,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,5.0,Good,50.0,L3,2.137870199
149.0,China,Yangliuqing,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,5.221224615
150.0,China,Yanji,69.0,Moderate,1.0,Good,48.0,Good,0.0,Good,69.0,L1,1.876675488
151.0,United States of America,Yankton,47.0,Good,1.0,Good,34.0,Good,3.0,Good,47.0,L0,-0.401258823
152.0,Germany,Wenden,69.0,Moderate,1.0,Good,34.0,Good,4.0,Good,69.0,L1,0.936958622
153.0,United States of America,West Carrollton City,84.0,Moderate,1.0,Good,9.0,Good,1.0,Good,84.0,L1,11.68345935
154.0,Belgium,Wetteren,64.0,Moderate,1.0,Good,32.0,Good,6.0,Good,64.0,L1,12.78022104
155.0,Canada,Whitehorse,20.0,Good,1.0,Good,20.0,Good,1.0,Good,10.0,L0,-2.850947578
156.0,Ireland,Wicklow,38.0,Good,1.0,Good,30.0,Good,3.0,Good,38.0,L0,10.11756521
157.0,Switzerland,Wil,59.0,Moderate,1.0,Good,27.0,Good,3.0,Good,59.0,L1,1.41148142
158.0,Germany,Wildeshausen,67.0,Moderate,1.0,Good,30.0,Good,5.0,Good,67.0,L1,5.539412656
159.0,United States of America,Williamsport,75.0,Moderate,1.0,Good,13.0,Good,1.0,Good,75.0,L1,-2.670730153
160.0,United States of America,Fox Lake,60.0,Moderate,1.0,Good,18.0,Good,1.0,Good,60.0,L1,8.220175087
161.0,Brazil,Foz Do Iguacu,22.0,Good,1.0,Good,13.0,Good,0.0,Good,22.0,L0,-6.226561984
162.0,Denmark,Frederikssund,36.0,Good,1.0,Good,36.0,Good,0.0,Good,25.0,L0,5.369675362
163.0,United States of America,Friendly,41.0,Good,1.0,Good,30.0,Good,1.0,Good,41.0,L0,5.086280235
164.0,Germany,Fuldatal,44.0,Good,1.0,Good,28.0,Good,2.0,Good,44.0,L0,4.755038171
165.0,Japan,Furano,29.0,Good,1.0,Good,26.0,Good,1.0,Good,29.0,L0,0.125449247
166.0,China,Fuzhou,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,5.0,Good,99.0,L1,10.14763337
167.0,United Kingdom of Great Britain and Northern Ireland,Galashiels,25.0,Good,1.0,Good,31.0,Good,3.0,Good,23.0,L0,5.755407547
168.0,Germany,Gangelt,41.0,Good,1.0,Good,26.0,Good,4.0,Good,41.0,L0,2.750236082
169.0,Germany,Garbsen,36.0,Good,1.0,Good,33.0,Good,1.0,Good,36.0,L0,5.359251536
170.0,Cameroon,Garoua,59.0,Moderate,1.0,Good,12.0,Good,0.0,Good,59.0,L1,5.121979267
171.0,Somalia,Garowe,98.0,Moderate,1.0,Good,17.0,Good,0.0,Good,98.0,L1,4.643885795
172.0,Netherlands,Geertruidenberg,35.0,Good,1.0,Good,33.0,Good,2.0,Good,35.0,L0,1.370603363
173.0,Australia,Geraldton,29.0,Good,1.0,Good,29.0,Good,0.0,Good,13.0,L0,3.083509956
174.0,Germany,Germersheim,51.0,Moderate,1.0,Good,29.0,Good,3.0,Good,51.0,L1,6.673614705
175.0,Colombia,Girardot,103.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,1.0,Good,103.0,L2,7.210437132
176.0,Russian Federation,Glubokiy,35.0,Good,1.0,Good,35.0,Good,0.0,Good,17.0,L0,-2.369182931
177.0,United Kingdom of Great Britain and Northern Ireland,Golborne,35.0,Good,1.0,Good,30.0,Good,4.0,Good,35.0,L0,5.180395028
178.0,Portugal,Gondomar,27.0,Good,1.0,Good,27.0,Good,2.0,Good,21.0,L0,7.946956893
179.0,Russian Federation,Goryachevodskiy,48.0,Good,1.0,Good,39.0,Good,1.0,Good,48.0,L0,5.295754865
180.0,India,Govindgarh,50.0,Hazardous,1.0,Good,45.0,Good,0.0,Good,50.0,L5,5.390711573
181.0,Côte d'Ivoire,Grand Lahou,54.0,Moderate,1.0,Good,25.0,Good,0.0,Good,54.0,L1,3.589119468
182.0,United States of America,Hoffman Estates,61.0,Moderate,1.0,Good,26.0,Good,1.0,Good,61.0,L1,9.295593264
183.0,Sweden,Hoganas,36.0,Good,1.0,Good,36.0,Good,1.0,Good,30.0,L0,2.870322919
184.0,United States of America,Holly Springs,42.0,Good,1.0,Good,42.0,Good,2.0,Good,37.0,L0,1.530506094
185.0,Germany,Holzminden,42.0,Good,1.0,Good,32.0,Good,1.0,Good,42.0,L0,7.526491264
186.0,China,Huaicheng,50.0,Unhealthy,1.0,Good,45.0,Good,4.0,Good,50.0,L3,6.547308409
187.0,Ethiopia,Huruta,102.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,0.0,Good,102.0,L2,8.247354732
188.0,Nigeria,Idanre,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,2.0,Good,115.0,L2,12.92967731
189.0,Italy,Iglesias,64.0,Moderate,1.0,Good,53.0,Moderate,1.0,Good,64.0,L1,6.63408466
190.0,Germany,Ihlow,40.0,Good,1.0,Good,30.0,Good,2.0,Good,40.0,L0,-2.446177598
191.0,Japan,Iizuka,45.0,Good,1.0,Good,45.0,Good,0.0,Good,38.0,L0,3.935774546
192.0,Thailand,Sungai Kolok,65.0,Moderate,1.0,Good,34.0,Good,0.0,Good,65.0,L1,2.790000015
193.0,Indonesia,Sungaipenuh,17.0,Good,1.0,,13.0,Good,0.0,Good,17.0,L0,1.320003723
194.0,Russian Federation,Suvorovskaya,52.0,Moderate,1.0,Good,39.0,Good,1.0,Good,52.0,L1,4.513757937
195.0,Japan,Suzu,69.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,60.0,L1,7.646031737
196.0,Poland,Swiecie,44.0,Good,1.0,,33.0,Good,1.0,Good,44.0,L0,1.507236699
197.0,Hungary,Szeged,50.0,Good,1.0,Good,41.0,Good,1.0,Good,50.0,L0,2.943086629
198.0,Hungary,Szerencs,72.0,Moderate,1.0,,42.0,Good,1.0,Good,72.0,L1,2.594705331
199.0,Tunisia,Taburbah,49.0,Good,1.0,Good,31.0,Good,1.0,Good,32.0,L0,9.619355228
200.0,India,Tadepallegudem,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Moderate,1.0,Good,50.0,L2,4.314496911
201.0,Iran (Islamic Republic of),Tafresh,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,82.0,L1,-0.572028289
202.0,Philippines,Tagaytay,41.0,Good,1.0,Good,25.0,Good,1.0,Good,41.0,L0,-4.067174195
203.0,Japan,Tajimi,52.0,Moderate,1.0,,34.0,Good,3.0,Good,52.0,L1,5.613647833
204.0,Japan,Takahagi,47.0,Good,1.0,Good,47.0,Good,1.0,Good,44.0,L0,-0.003408699
205.0,Japan,Takahashi,36.0,Good,1.0,Good,36.0,Good,3.0,Good,34.0,L0,7.143622526
206.0,India,Tal,50.0,Unhealthy,1.0,,39.0,Good,0.0,Good,50.0,L3,-2.856099943
207.0,Philippines,Talacogon,37.0,Good,1.0,Good,19.0,Good,0.0,Good,37.0,L0,1.105439167
208.0,Russian Federation,Taldom,46.0,Good,1.0,Good,31.0,Good,1.0,Good,46.0,L0,-2.852844248
209.0,Kazakhstan,Talgar,69.0,Moderate,1.0,,42.0,Good,0.0,Good,69.0,L1,5.973053578
210.0,United States of America,Tamiami,64.0,Moderate,1.0,Good,31.0,Good,1.0,Good,64.0,L1,7.044237703
211.0,Israel,Tamra,92.0,Moderate,1.0,Good,52.0,Moderate,1.0,Good,92.0,L1,7.293125788
212.0,Japan,Tanashi,58.0,Moderate,1.0,Good,43.0,Good,3.0,Good,58.0,L1,-1.629681602
213.0,Romania,Tandarei,41.0,Good,1.0,Good,41.0,Good,0.0,Good,38.0,L0,0.071181279
214.0,Philippines,Tantangan,35.0,Good,1.0,Good,20.0,Good,0.0,Good,35.0,L0,4.971569943
215.0,Indonesia,Tarogong,88.0,Moderate,1.0,Good,53.0,Moderate,1.0,Good,88.0,L1,-2.838707041
216.0,Turkey,Tatvan,45.0,Good,1.0,Good,45.0,Good,0.0,Good,43.0,L0,0.794325278
217.0,India,Yaval,102.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,102.0,L2,11.38452677
218.0,United Kingdom of Great Britain and Northern Ireland,Yeovil,58.0,Moderate,1.0,Good,24.0,Good,7.0,Good,58.0,L1,2.900222254
219.0,China,Yuanping,50.0,Unhealthy for Sensitive Groups,1.0,Good,35.0,Good,5.0,Good,50.0,L2,-1.842723195
220.0,China,Yuncheng,50.0,Unhealthy,1.0,Good,36.0,Good,1.0,Good,50.0,L3,2.562953762
221.0,Poland,Zambrow,35.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,0.646538372
222.0,Poland,Zamosc,48.0,Good,1.0,Good,35.0,Good,1.0,Good,48.0,L0,14.5015439
223.0,Belgium,Zaventem,58.0,Moderate,1.0,Good,29.0,Good,6.0,Good,58.0,L1,12.1283954
224.0,Belgium,Zemst,65.0,Moderate,1.0,Good,27.0,Good,1.0,Good,65.0,L1,7.454677171
225.0,China,Zhaozhou,73.0,Moderate,1.0,Good,31.0,Moderate,0.0,Good,73.0,L1,3.884620346
226.0,China,Zhicheng,50.0,Unhealthy,1.0,Good,36.0,Good,1.0,Good,50.0,L3,15.2031483
227.0,China,Zhongshan,98.0,Moderate,1.0,,33.0,Good,1.0,Good,98.0,L1,1.732701805
228.0,China,Zhuji,50.0,Unhealthy,1.0,,45.0,Good,1.0,Good,50.0,L3,14.58287658
229.0,Mexico,Zimatlan,75.0,Moderate,1.0,Good,9.0,Good,6.0,Good,75.0,L1,10.23986769
230.0,Mexico,Zinacantepec,50.0,Unhealthy,1.0,,8.0,Good,1.0,Good,50.0,L3,8.443271327
231.0,Russian Federation,Zmeinogorsk,35.0,Good,1.0,,35.0,Good,0.0,Good,21.0,L0,9.495931567
232.0,Netherlands,Aalburg,30.0,Good,1.0,Good,30.0,Good,2.0,Good,29.0,L0,-0.236105647
233.0,Spain,Abaran,47.0,Good,1.0,,21.0,Good,2.0,Good,47.0,L0,-2.52542799
