Unnamed: 0,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,SO2
2322.0,Italy,Priverno,40.0,Good,1.0,Good,40.0,Good,2.0,Good,21.0,L0,-2.818977223
2323.0,,Puerto Real,32.0,Good,1.0,Good,31.0,Good,2.0,Good,32.0,L0,12.32858881
2324.0,Italy,Putignano,48.0,Good,1.0,Good,48.0,Good,1.0,Good,25.0,L0,8.415484735
2325.0,Azerbaijan,Qax,32.0,Good,1.0,Good,32.0,Good,0.0,Good,28.0,L0,8.400004923
2326.0,China,Qingquan,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,3.0,Good,50.0,L2,11.03827773
2327.0,Portugal,Quarteira,38.0,Good,1.0,Good,38.0,Good,2.0,Good,24.0,L0,6.795508165
2328.0,United States of America,Quartz Hill,72.0,Moderate,1.0,Good,28.0,Good,1.0,Good,72.0,L1,-0.560790124
2329.0,Pakistan,Rabwah,50.0,Unhealthy,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L3,6.158054286
2330.0,Italy,Ragusa,54.0,Moderate,1.0,Good,28.0,Good,5.0,Good,54.0,L1,-0.843815002
2331.0,India,Rajpura,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,1.0,Good,50.0,L2,-1.344702595
2332.0,United States of America,Rosenberg,34.0,Good,1.0,Good,18.0,Good,1.0,Good,34.0,L0,5.854766654
2333.0,,Rottingdean,52.0,Moderate,1.0,Good,28.0,Good,5.0,Good,52.0,L1,9.590747778
2334.0,Czechia,Roznov,60.0,Moderate,1.0,Good,31.0,Good,1.0,Good,60.0,L1,1.883155879
2335.0,Venezuela (Bolivarian Republic of),Rubio,34.0,Good,1.0,Good,10.0,Good,3.0,Good,34.0,L0,2.739935538
2336.0,Poland,Ruda Slaska,50.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,1.0,Good,113.0,L2,-0.090753225
2337.0,Bulgaria,Ruse,37.0,Good,1.0,Good,37.0,Good,1.0,Good,36.0,L0,3.83608573
2338.0,United Kingdom of Great Britain and Northern Ireland,Rushden,50.0,Good,1.0,Good,29.0,Good,4.0,Good,50.0,L0,7.600380562
2339.0,United States of America,Russellville,79.0,Moderate,1.0,Good,23.0,Good,4.0,Good,79.0,L1,7.757638684
2340.0,United States of America,Rye,70.0,Moderate,1.0,Good,12.0,Good,1.0,Good,70.0,L1,8.325880878
2341.0,Japan,Sabae,43.0,Good,1.0,Good,43.0,Good,0.0,Good,25.0,L0,0.707844164
2342.0,Iran (Islamic Republic of),Sabzevar,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,116.0,L2,0.549354783
2343.0,Japan,Sagamihara,50.0,Good,1.0,Good,50.0,Good,3.0,Good,43.0,L0,7.777022366
2344.0,Japan,Sagara,46.0,Good,1.0,Good,46.0,Good,0.0,Good,20.0,L0,7.859994661
2345.0,India,Sahaspur,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,6.540025073
2346.0,United States of America,Saint Helens,39.0,Good,1.0,Good,31.0,Good,7.0,Good,39.0,L0,1.669140462
2347.0,France,Saint Andre Les Vergers,29.0,Good,1.0,Good,29.0,Good,2.0,Good,23.0,L0,9.636235467
2348.0,France,Saint Michel Sur Orge,56.0,Moderate,1.0,,20.0,Good,6.0,Good,56.0,L1,2.000256676
2349.0,France,Saint Sebastien Sur Loire,32.0,Good,1.0,,27.0,Good,2.0,Good,32.0,L0,7.529661123
2350.0,France,Sainte Luce Sur Loire,32.0,Good,1.0,,27.0,Good,2.0,Good,32.0,L0,3.115784126
2351.0,,Sakaiminato,44.0,Good,1.0,Good,44.0,Good,0.0,Good,34.0,L0,-1.437663905
2352.0,United Kingdom of Great Britain and Northern Ireland,Sale,34.0,Good,1.0,Good,30.0,Good,3.0,Good,34.0,L0,11.8615607
2353.0,Mexico,Salina Cruz,60.0,Moderate,1.0,Good,23.0,Good,1.0,Good,60.0,L1,4.400319479
2354.0,France,Sallaumines,50.0,Good,1.0,Good,25.0,Good,4.0,Good,50.0,L0,0.246280101
2355.0,Madagascar,Sambava,22.0,Good,1.0,Good,22.0,Good,0.0,Good,15.0,L0,-4.954028339
2356.0,Bhutan,Samdrup Jongkhar,31.0,Good,1.0,Good,27.0,Good,0.0,Good,31.0,L0,-2.650003991
2357.0,Chile,San Bernardo,50.0,Very Unhealthy,1.0,Good,0.0,Good,1.0,Good,50.0,L4,4.2395104225
2358.0,United States of America,San German,50.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,0.0,Good,50.0,L2,13.42564442
2359.0,Italy,San Giorgio Ionico,48.0,Good,1.0,Good,31.0,Good,3.0,Good,39.0,L0,0.876690607
2360.0,Colombia,San Jose Del Guaviare,27.0,Good,1.0,Good,7.0,Good,0.0,Good,27.0,L0,11.03727416
2361.0,,San Jose,45.0,Good,1.0,Good,31.0,Good,0.0,Good,45.0,L0,3.146181657
2362.0,Costa Rica,San Josecito,83.0,Moderate,1.0,Good,2.0,Good,1.0,Good,83.0,L1,-0.305751956
2363.0,United States of America,San Pablo,55.0,Moderate,1.0,,15.0,Good,1.0,Good,55.0,L1,1.433944058
2364.0,Costa Rica,San Rafael Arriba,79.0,Moderate,1.0,,5.0,Good,1.0,Good,79.0,L1,-0.804939619
2365.0,Spain,Sanlucar La Mayor,30.0,Good,1.0,Good,30.0,Good,2.0,Good,25.0,L0,-0.47984226
2366.0,India,Sanquelim,84.0,Moderate,1.0,Good,25.0,Good,0.0,Good,84.0,L1,-2.428740309
2367.0,Italy,Sansepolcro,37.0,Good,1.0,Good,37.0,Good,2.0,Good,20.0,L0,-5.719019337
2368.0,United States of America,Santa Clara,66.0,Moderate,1.0,Good,9.0,Good,1.0,Good,66.0,L1,13.16398034
2369.0,Italy,Santa Maria A Vico,41.0,Good,1.0,Good,37.0,Good,1.0,Good,41.0,L0,6.655085151
2370.0,Ecuador,Santo Domingo,70.0,Moderate,1.0,Good,3.0,Good,7.0,Good,70.0,L1,2.168607972
2371.0,Colombia,Santo Tomas,85.0,Moderate,1.0,Good,18.0,Good,7.0,Good,85.0,L1,6.708788732
2372.0,Brazil,Sao Bernardo Do Campo,50.0,Unhealthy for Sensitive Groups,1.0,Good,4.0,Good,1.0,Good,50.0,L2,5.022598032
2373.0,Brazil,Sao Joao Da Barra,54.0,Moderate,1.0,,13.0,Good,2.0,Good,54.0,L1,-9.555309827
2374.0,Brazil,Sao Lourenco Da Serra,112.0,Unhealthy for Sensitive Groups,1.0,Good,6.0,Good,1.0,Good,112.0,L2,4.2395104225
2375.0,Brazil,Saquarema,83.0,Moderate,1.0,Good,11.0,Good,7.0,Good,83.0,L1,6.547999383
2376.0,Iran (Islamic Republic of),Sarakhs,90.0,Moderate,1.0,Good,45.0,Good,0.0,Good,90.0,L1,0.854934803
2377.0,France,Saverne,65.0,Moderate,1.0,,21.0,Good,4.0,Good,65.0,L1,-5.869574058
2378.0,,Savona,37.0,Good,1.0,,37.0,Good,2.0,Good,34.0,L0,-3.670748976
2379.0,Yemen,Sayyan,50.0,Unhealthy,1.0,Good,44.0,Good,0.0,Good,50.0,L3,12.07245965
2380.0,Germany,Schifferstadt,52.0,Moderate,1.0,Good,30.0,Good,3.0,Good,52.0,L1,11.30969274
2381.0,France,Schiltigheim,65.0,Moderate,1.0,Good,23.0,Good,4.0,Good,65.0,L1,7.56607518
2382.0,Germany,Schmelz,52.0,Moderate,1.0,Good,29.0,Good,3.0,Good,52.0,L1,-1.775385192
2383.0,Germany,Schramberg,69.0,Moderate,1.0,Good,26.0,Good,3.0,Good,69.0,L1,11.34986994
2384.0,Germany,Schriesheim,53.0,Moderate,1.0,Good,31.0,Good,3.0,Good,53.0,L1,6.04891309
2385.0,Austria,Schwechat,66.0,Moderate,1.0,Good,37.0,Good,2.0,Good,66.0,L1,7.074622242
2386.0,Germany,Schwedt,35.0,Good,1.0,Good,33.0,Good,1.0,Good,35.0,L0,4.230854722
2387.0,United States of America,Sebring,55.0,Moderate,1.0,Good,11.0,Good,1.0,Good,55.0,L1,-3.734935923
2388.0,India,Selu,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Good,0.0,Good,50.0,L2,-2.190804754
2389.0,Slovakia,Senica,64.0,Moderate,1.0,Good,39.0,Good,1.0,Good,64.0,L1,1.248909168
2390.0,Gambia,Serekunda,50.0,Unhealthy,1.0,Good,30.0,Good,1.0,Good,50.0,L3,7.018198538
2391.0,Italy,Sesto Fiorentino,36.0,Good,1.0,Good,36.0,Good,3.0,Good,17.0,L0,-3.102160411
2392.0,Iran (Islamic Republic of),Shadegan,50.0,Unhealthy,1.0,,31.0,Moderate,0.0,Good,50.0,L3,2.923267925
2393.0,Russian Federation,Sherlovaya Gora,32.0,Good,1.0,Good,31.0,Good,0.0,Good,20.0,L0,2.916952449
2394.0,Japan,Shimabara,47.0,Good,1.0,Good,47.0,Good,1.0,Good,43.0,L0,7.763698447
2395.0,India,Shirhatti,53.0,Moderate,1.0,,23.0,Good,0.0,Good,53.0,L1,5.373357678
2396.0,Indonesia,Sibolga,35.0,Good,1.0,Good,14.0,Good,0.0,Good,35.0,L0,-3.051129645
2397.0,India,Siddapur,52.0,Moderate,1.0,Good,23.0,Good,0.0,Good,52.0,L1,9.233430847
2398.0,Romania,Simleu Silvaniei,67.0,Moderate,1.0,Good,37.0,Good,1.0,Good,67.0,L1,-2.016199144
2399.0,,Sines,34.0,Good,1.0,Good,34.0,Good,3.0,Good,31.0,L0,9.26119721
2400.0,Thailand,Sing Buri,32.0,Good,1.0,Good,26.0,Good,0.0,Good,32.0,L0,-0.750724492
2401.0,United Kingdom of Great Britain and Northern Ireland,Skegness,35.0,Good,1.0,Good,35.0,Good,1.0,Good,22.0,L0,2.819629767
2402.0,Russian Federation,Skuratovskiy,31.0,Good,1.0,Good,31.0,Good,1.0,Good,23.0,L0,4.929937301
2403.0,Russian Federation,Slobodskoy,34.0,Good,1.0,Good,25.0,Good,2.0,Good,34.0,L0,4.788537204
2404.0,Sweden,Sodertalje,29.0,Good,1.0,Good,31.0,Good,0.0,Good,21.0,L0,7.172495992
2405.0,Poland,Sokolka,36.0,Good,1.0,Good,36.0,Good,0.0,Good,31.0,L0,3.95729749
2406.0,Italy,Rapallo,45.0,Good,1.0,Good,45.0,Good,2.0,Good,34.0,L0,7.718245649
2407.0,Pakistan,Rasulnagar,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L2,7.923099802
2408.0,Brazil,Regeneracao,39.0,Good,1.0,Good,31.0,Good,1.0,Good,39.0,L0,-2.522276295
2409.0,India,Richha,50.0,Unhealthy,1.0,Good,31.0,Unhealthy,1.0,Good,50.0,L3,10.54899537
2410.0,Germany,Riedlingen,78.0,Moderate,1.0,Good,28.0,Good,3.0,Good,78.0,L1,0.980650487
2411.0,Germany,Rielasingen Worblingen,94.0,Moderate,1.0,Good,29.0,Good,2.0,Good,94.0,L1,-1.74631239
2412.0,United States of America,Riverton,54.0,Moderate,1.0,Good,31.0,Good,1.0,Good,54.0,L1,2.350800537
2413.0,United Kingdom of Great Britain and Northern Ireland,Rochdale,30.0,Good,1.0,Good,30.0,Good,3.0,Good,28.0,L0,4.716177995
2414.0,United States of America,Rocklin,70.0,Moderate,1.0,Good,8.0,Good,1.0,Good,70.0,L1,6.84837514
2415.0,Brazil,Rolim De Moura,32.0,Good,1.0,Good,2.0,Good,0.0,Good,32.0,L0,9.080123726
2416.0,Mexico,Romita,57.0,Moderate,1.0,Good,14.0,Good,4.0,Good,57.0,L1,10.33654559
2417.0,Thailand,Non Sung,50.0,Good,1.0,Good,28.0,Good,0.0,Good,50.0,L0,5.481404154
2418.0,United States of America,North Massapequa,63.0,Moderate,1.0,Good,16.0,Good,1.0,Good,63.0,L1,8.185531885
2419.0,United States of America,Norwood,34.0,Good,1.0,Good,24.0,Good,1.0,Good,34.0,L0,4.276545166
2420.0,Brazil,Nova Venecia,30.0,Good,1.0,Good,17.0,Good,1.0,Good,30.0,L0,7.636127318
2421.0,United States of America,Novato,40.0,Good,1.0,Good,22.0,Good,1.0,Good,40.0,L0,6.234940694
2422.0,Brazil,Novo Cruzeiro,23.0,Good,1.0,Good,12.0,Good,0.0,Good,23.0,L0,1.727559531
2423.0,Russian Federation,Novorossiysk,46.0,Good,1.0,Good,38.0,Good,1.0,Good,46.0,L0,14.55991284
2424.0,Mexico,Nueva Rosita,54.0,Moderate,1.0,Good,23.0,Good,1.0,Good,54.0,L1,1.069083183
2425.0,Russian Federation,Nyagan,32.0,Good,1.0,Good,31.0,Good,0.0,Good,15.0,L0,11.07228478
2426.0,India,Nyamati,39.0,Good,1.0,Good,22.0,Good,0.0,Good,39.0,L0,-4.771464632
2427.0,United States of America,Oakton,51.0,Moderate,1.0,Good,25.0,Good,1.0,Good,51.0,L1,7.868082682
2428.0,,Oarai,38.0,Good,1.0,Good,38.0,Good,1.0,Good,17.0,L0,10.98284176
2429.0,Germany,Oberasbach,47.0,Good,1.0,Good,34.0,Good,2.0,Good,47.0,L0,-5.736095355
2430.0,Nigeria,Ode,50.0,Unhealthy for Sensitive Groups,1.0,Good,26.0,Good,2.0,Good,118.0,L2,9.894752865
2431.0,Japan,Ohara,61.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,41.0,L0,7.377070206
2432.0,Netherlands,Oldenzaal,35.0,Good,1.0,Good,33.0,Good,1.0,Good,35.0,L0,3.259818021
2433.0,Russian Federation,Soltsy,60.0,Moderate,1.0,Good,35.0,Good,0.0,Good,60.0,L1,5.690779678
2434.0,El Salvador,Sonsonate,88.0,Moderate,1.0,Good,22.0,Good,1.0,Good,88.0,L1,6.281115812
2435.0,Hungary,Sopron,71.0,Moderate,1.0,,34.0,Good,2.0,Good,71.0,L1,-1.671239132
2436.0,United States of America,South Pasadena,50.0,Unhealthy for Sensitive Groups,1.0,Good,14.0,Good,1.0,Good,50.0,L2,4.2395104225
2437.0,Germany,Spenge,38.0,Good,1.0,Good,34.0,Good,1.0,Good,38.0,L0,-0.517689317
2438.0,United States of America,Springdale,86.0,Moderate,1.0,Good,24.0,Good,4.0,Good,86.0,L1,5.970806194
2439.0,Russian Federation,Srednyaya Akhtuba,38.0,Good,1.0,,38.0,Good,0.0,Good,30.0,L0,0.565801615
2440.0,Belgium,Stabroek,37.0,Good,1.0,Good,30.0,Good,3.0,Good,37.0,L0,-7.57931595
2441.0,Belgium,Staden,42.0,Good,1.0,Good,32.0,Good,3.0,Good,42.0,L0,-0.822564369
2442.0,Germany,Stadthagen,36.0,Good,1.0,Good,34.0,Good,1.0,Good,36.0,L0,-5.238033461
2443.0,United Kingdom of Great Britain and Northern Ireland,Stafford,41.0,Good,1.0,Good,30.0,Good,3.0,Good,41.0,L0,9.257837696
2444.0,South Africa,Stanger,50.0,Unhealthy,1.0,Good,15.0,Good,6.0,Good,50.0,L3,9.76565992
2445.0,Belgium,Steenokkerzeel,44.0,Good,1.0,Good,27.0,Good,4.0,Good,44.0,L0,1.229543304
2446.0,Belgium,Stekene,39.0,Good,1.0,Good,30.0,Good,3.0,Good,39.0,L0,-1.521653563
2447.0,Bosnia and Herzegovina,Stijena,50.0,Good,1.0,Good,32.0,Good,0.0,Good,50.0,L0,4.270176994
2448.0,United States of America,Stow,44.0,Good,1.0,Good,44.0,Good,3.0,Good,34.0,L0,0.217707418
2449.0,United Kingdom of Great Britain and Northern Ireland,Stroud,51.0,Moderate,1.0,Good,21.0,Good,5.0,Good,51.0,L1,8.761773656
2450.0,Indonesia,Sumbawa,25.0,Good,1.0,,25.0,Good,0.0,Good,21.0,L0,5.310196615
2451.0,United States of America,Sun City,67.0,Moderate,1.0,Good,6.0,Good,1.0,Good,67.0,L1,2.740871071
2452.0,India,Kheralu,50.0,Unhealthy,1.0,Good,35.0,Good,0.0,Good,50.0,L3,8.051165259
2453.0,Ukraine,Kherson,43.0,Good,1.0,Good,43.0,Good,0.0,Good,35.0,L0,3.839702615
2454.0,Iran (Islamic Republic of),Khomeyn,87.0,Moderate,1.0,Good,51.0,Moderate,0.0,Good,87.0,L1,3.907484528
2455.0,United Republic of Tanzania,Kilosa,31.0,Good,1.0,Good,16.0,Good,0.0,Good,31.0,L0,-5.313174519
2456.0,Guinea,Kindia,62.0,Moderate,1.0,Good,18.0,Good,0.0,Good,62.0,L1,3.444569336
2457.0,Turkey,Kirac,40.0,Good,1.0,Good,40.0,Good,1.0,Good,35.0,L0,5.407723197
2458.0,Russian Federation,Kirovgrad,33.0,Good,1.0,Good,30.0,Good,1.0,Good,33.0,L0,10.46783411
2459.0,Russian Federation,Kirs,30.0,Good,1.0,Good,30.0,Good,0.0,Good,11.0,L0,0.04053185
2460.0,Japan,Kitami,32.0,Good,1.0,Good,32.0,Good,0.0,Good,23.0,L0,13.39054312
2461.0,Ukraine,Kivertsi,60.0,Moderate,1.0,,33.0,Good,0.0,Good,60.0,L1,6.584341584
2462.0,Indonesia,Klangenan,67.0,Moderate,1.0,Good,38.0,Good,1.0,Good,67.0,L1,-3.79705938
2463.0,Japan,Kogota,40.0,Good,1.0,Good,40.0,Good,0.0,Good,14.0,L0,-0.42599057
2464.0,India,Kokrajhar,50.0,Unhealthy,1.0,Good,53.0,Moderate,1.0,Good,50.0,L3,12.70499582
2465.0,Poland,Kolno,45.0,Good,1.0,Good,34.0,Good,0.0,Good,45.0,L0,10.01614571
2466.0,Greece,Komotini,40.0,Good,1.0,Good,40.0,Good,0.0,Good,33.0,L0,3.890467408
2467.0,Tajikistan,Konibodom,109.0,Unhealthy for Sensitive Groups,1.0,Good,42.0,Good,0.0,Good,109.0,L2,4.549588515
2468.0,Russian Federation,Korablino,37.0,Good,1.0,Good,32.0,Good,0.0,Good,37.0,L0,-3.823051369
2469.0,Pakistan,Kot Addu,50.0,Very Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L4,10.4072137
2470.0,India,Kota,50.0,Unhealthy,1.0,Good,42.0,Good,1.0,Good,50.0,L3,-1.138835434
2471.0,Netherlands,Kampen,32.0,Good,1.0,Good,29.0,Good,3.0,Good,32.0,L0,8.023705556
2472.0,Myanmar,Kanbe,58.0,Moderate,1.0,Good,23.0,Good,0.0,Good,58.0,L1,8.760211843
2473.0,India,Kanina,50.0,Hazardous,1.0,Good,41.0,Good,0.0,Good,50.0,L5,4.040777771
2474.0,Kyrgyzstan,Karakol,42.0,Good,1.0,Good,35.0,Good,0.0,Good,42.0,L0,6.838056831
2475.0,Russian Federation,Kargat,37.0,Good,1.0,Good,30.0,Good,0.0,Good,37.0,L0,13.03819854
2476.0,Russian Federation,Kargopol,31.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,5.139843996
2477.0,India,Karur,55.0,Moderate,1.0,Good,28.0,Good,0.0,Good,55.0,L1,1.123490918
2478.0,Iran (Islamic Republic of),Kashan,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,3.465735712
2479.0,Thailand,Kathu,40.0,Good,1.0,Good,23.0,Good,0.0,Good,40.0,L0,-1.714939513
2480.0,Netherlands,Katwijk,41.0,Good,1.0,Good,27.0,Good,5.0,Good,41.0,L0,-0.027918964
2481.0,Lithuania,Kaunas,45.0,Good,1.0,Good,33.0,Good,0.0,Good,45.0,L0,6.012033819
2482.0,Russian Federation,Kayakent,66.0,Moderate,1.0,Good,35.0,Good,0.0,Good,66.0,L1,2.980250889
2483.0,,Keansburg,77.0,Moderate,1.0,Good,45.0,Good,6.0,Good,77.0,L1,7.237845884
2484.0,Indonesia,Kebonarum,65.0,Moderate,1.0,Good,32.0,Good,1.0,Good,65.0,L1,-3.649680749
2485.0,Indonesia,Kebumen,61.0,Moderate,1.0,Good,34.0,Good,0.0,Good,61.0,L1,3.336905874
2486.0,United States of America,Ken Caryl,89.0,Moderate,1.0,Good,3.0,Good,1.0,Good,89.0,L1,12.55058925
2487.0,United States of America,Kendall,89.0,Moderate,1.0,Good,9.0,Good,1.0,Good,89.0,L1,-1.794621385
2488.0,Sierra Leone,Kenema,36.0,Good,1.0,,16.0,Good,0.0,Good,36.0,L0,3.882632071
2489.0,Turkey,Kestel,40.0,Good,1.0,Good,40.0,Good,1.0,Good,35.0,L0,-5.473046554
2490.0,Hungary,Keszthely,50.0,Good,1.0,Good,32.0,Good,1.0,Good,50.0,L0,-2.727310111
2491.0,Germany,Kevelaer,33.0,Good,1.0,Good,33.0,Good,2.0,Good,33.0,L0,7.838304438
2492.0,Russian Federation,Khadyzhensk,52.0,Moderate,1.0,Good,52.0,Moderate,1.0,Good,15.0,L0,2.253578533
2493.0,India,Khairagarh,50.0,Unhealthy,1.0,Good,44.0,Good,0.0,Good,50.0,L3,12.91036433
2494.0,United States of America,Jeffersonville,54.0,Moderate,1.0,Good,30.0,Good,1.0,Good,54.0,L1,5.962215552
2495.0,Malaysia,Jerantut,48.0,Good,1.0,,31.0,Good,1.0,Good,48.0,L0,6.452978324
2496.0,China,Jidong,34.0,Good,1.0,Good,34.0,Good,0.0,Good,30.0,L0,-1.582410249
2497.0,India,Jiran,50.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,50.0,L3,1.874473116
2498.0,China,Jishu,62.0,Moderate,1.0,Good,47.0,Good,1.0,Good,62.0,L1,1.93681909
2499.0,China,Jiujiang,50.0,Unhealthy for Sensitive Groups,1.0,Good,31.0,Unhealthy for Sensitive Groups,4.0,Good,104.0,L2,3.872791302
2500.0,India,Jobner,50.0,Unhealthy,1.0,Good,39.0,Good,0.0,Good,50.0,L3,7.11946563
2501.0,Spain,Jodar,29.0,Good,1.0,Good,31.0,Good,1.0,Good,25.0,L0,8.122579329
2502.0,India,Jodhpur,50.0,Hazardous,1.0,Good,34.0,Good,0.0,Good,50.0,L5,3.994685971
2503.0,United States of America,Jollyville,46.0,Good,1.0,Good,21.0,Good,3.0,Good,46.0,L0,-0.340335966
2504.0,Philippines,Jolo,30.0,Good,1.0,Good,15.0,Good,0.0,Good,30.0,L0,5.453650175
2505.0,Nigeria,Jos,64.0,Moderate,1.0,Good,31.0,Good,0.0,Good,64.0,L1,-3.963392007
2506.0,Mexico,Juarez,73.0,Moderate,1.0,,12.0,Good,6.0,Good,73.0,L1,12.21504634
2507.0,,Juneau,28.0,Good,1.0,Good,25.0,Good,2.0,Good,28.0,L0,-4.490750878
2508.0,Russian Federation,Kachkanar,24.0,Good,1.0,Good,31.0,Good,0.0,Good,17.0,L0,-1.802294912
2509.0,Turkey,Kadirli,72.0,Moderate,1.0,Good,41.0,Good,0.0,Good,72.0,L1,4.376461348
2510.0,China,Kaili,98.0,Moderate,1.0,Good,31.0,Moderate,1.0,Good,87.0,L1,8.420797801
2511.0,Zambia,Kalulushi,58.0,Moderate,1.0,Good,22.0,Good,0.0,Good,58.0,L1,3.436257008
2512.0,Japan,Kamagaya,40.0,Good,1.0,Good,31.0,Good,3.0,Good,40.0,L0,-1.750639705
2513.0,Russian Federation,Ilovlya,35.0,Good,1.0,,35.0,Good,0.0,Good,21.0,L0,9.466739968
2514.0,India,Indapur,111.0,Unhealthy for Sensitive Groups,1.0,Good,23.0,Good,0.0,Good,111.0,L2,-6.429746005
2515.0,Brazil,Inhumas,54.0,Moderate,1.0,Good,10.0,Good,3.0,Good,54.0,L1,-3.616344952
2516.0,Brazil,Ipiau,37.0,Good,1.0,Good,31.0,Good,2.0,Good,37.0,L0,3.26508614
2517.0,Peru,Iquitos,28.0,Good,1.0,Good,1.0,Good,0.0,Good,28.0,L0,-2.521169909
2518.0,United Kingdom of Great Britain and Northern Ireland,Irvine,62.0,Moderate,1.0,Good,31.0,Good,0.0,Good,62.0,L1,8.113126381
2519.0,Germany,Ismaning,31.0,Good,1.0,Good,29.0,Good,1.0,Good,31.0,L0,-3.891073177
2520.0,Brazil,Itaobim,28.0,Good,1.0,Good,4.0,Good,2.0,Good,28.0,L0,11.58513576
2521.0,Brazil,Itaperucu,50.0,Good,1.0,Good,13.0,Good,4.0,Good,50.0,L0,8.975610829
2522.0,Brazil,Itaquitinga,50.0,Good,1.0,Good,15.0,Good,3.0,Good,50.0,L0,9.975278678
2523.0,Serbia,Ivanjica,38.0,Good,1.0,Good,38.0,Good,0.0,Good,23.0,L0,13.23552991
2524.0,Russian Federation,Ivanteyevka,50.0,Good,1.0,Good,27.0,Good,5.0,Good,50.0,L0,4.20613962
2525.0,France,Ivry Sur Seine,51.0,Moderate,1.0,Good,20.0,Good,5.0,Good,51.0,L1,-1.264872979
2526.0,United Kingdom of Great Britain and Northern Ireland,Ivybridge,67.0,Moderate,1.0,Good,35.0,Good,1.0,Good,67.0,L1,1.484960621
2527.0,Mexico,Ixtepec,66.0,Moderate,1.0,Good,6.0,Good,4.0,Good,66.0,L1,2.766671973
2528.0,Japan,Izumi,44.0,Good,1.0,Good,39.0,Good,3.0,Good,44.0,L0,0.254043637
2529.0,India,Jagatsinghapur,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,6.354267184
2530.0,Czechia,Jaromer,30.0,Good,1.0,Good,29.0,Good,1.0,Good,30.0,L0,2.241478929
2531.0,India,Tekari,50.0,Hazardous,1.0,Good,31.0,Moderate,1.0,Good,50.0,L4,0.038951578
2532.0,Germany,Teningen,31.0,Good,1.0,Good,31.0,Good,1.0,Good,31.0,L0,2.572988037
2533.0,Italy,Terlizzi,47.0,Good,1.0,Good,31.0,Good,1.0,Good,34.0,L0,6.544892321
2534.0,Italy,Terni,42.0,Good,1.0,Good,31.0,Good,2.0,Good,32.0,L0,8.582086033
2535.0,Bangladesh,Thakurgaon,50.0,Unhealthy,1.0,Good,31.0,Moderate,1.0,Good,50.0,L3,-2.414619566
2536.0,Germany,Thale,38.0,Good,1.0,Good,38.0,Good,1.0,Good,28.0,L0,2.283994568
2537.0,Denmark,Thisted,46.0,Good,1.0,Good,34.0,Good,1.0,Good,46.0,L0,1.293283973
2538.0,Peru,Tingo Maria,36.0,Good,1.0,Good,1.0,Good,1.0,Good,36.0,L0,-2.112600111
2539.0,Philippines,Titay,100.0,Unhealthy for Sensitive Groups,1.0,Good,17.0,Good,0.0,Good,100.0,L2,3.201471335
2540.0,Mexico,Tlajomulco,59.0,Moderate,1.0,Good,5.0,Good,6.0,Good,59.0,L1,4.539978048
2541.0,Mexico,Tlapacoyan,93.0,Moderate,1.0,,7.0,Good,1.0,Good,93.0,L1,11.79417273
2542.0,Mexico,Tlaxcalancingo,50.0,Unhealthy,1.0,Good,2.0,Good,1.0,Good,50.0,L3,7.785790128
2543.0,Pakistan,Toba Tek Singh,50.0,Very Unhealthy,1.0,Good,55.0,Moderate,1.0,Good,50.0,L4,-0.60474705
2544.0,Brazil,Tome Acu,34.0,Good,1.0,Good,5.0,Good,0.0,Good,34.0,L0,13.86015014
2545.0,United States of America,Shelbyville,45.0,Good,1.0,Good,30.0,Good,1.0,Good,45.0,L0,7.945633858
2546.0,China,Shizuishan,73.0,Moderate,1.0,Good,49.0,Good,0.0,Good,73.0,L1,6.563598723
2547.0,Japan,Shizunai,32.0,Good,1.0,Good,32.0,Good,0.0,Good,12.0,L0,8.824156285
2548.0,Thailand,Si Sa Ket,54.0,Moderate,1.0,Good,28.0,Good,0.0,Good,54.0,L1,3.223045859
2549.0,India,Sibsagar,69.0,Moderate,1.0,Good,47.0,Good,1.0,Good,69.0,L1,12.03150443
2550.0,India,Siddhapur,50.0,Unhealthy,1.0,Good,34.0,Good,0.0,Good,50.0,L3,2.284359751
2551.0,Indonesia,Sidoarjo,50.0,Unhealthy,1.0,,58.0,Moderate,2.0,Good,50.0,L3,5.608737301
